"","Sequence_ID","Cluster99","Cluster95","Cluster90","Cluster85","Cluster80"
"148725","OP186293_0A_Rev_90334","99_60627","95_52746","90_48439","85_44585","80_41271"
"148726","OP186293_0A_Rev_99296","99_60628","95_52747","90_48440","85_44586","80_41272"
"148727","OP186293_0A_Rev_94206","99_60629","95_52748","90_48441","85_44587","80_41273"
"148728","OP186293_0A_Fwd_71384","99_60630","95_52749","90_48442","85_44588","80_41274"
"148729","OP186293_0A_Fwd_96961","99_60631","95_52750","90_48443","85_44589","80_12492"
"148730","GU396103_0A_Rev_167691","99_5001","95_4730","90_4612","85_4459","80_4365"
"148731","MH791407_0A_Rev_72914","99_5001","95_4730","90_4612","85_4459","80_4365"
"148732","MH791401_0A_Rev_118079","99_5001","95_4730","90_4612","85_4459","80_4365"
"148733","OP186293_0A_Rev_67491","99_60632","95_52751","90_48444","85_44590","80_10064"
"148734","OP186293_0A_Rev_85634","99_60633","95_52752","90_48445","85_44591","80_41275"
"148735","OP186293_0A_Fwd_67405","99_60634","95_52753","90_48446","85_44592","80_41276"
"148736","OP186293_0A_Fwd_45558","99_60635","95_52754","90_48447","85_44593","80_41277"
"148737","OP186293_0A_Fwd_15743","99_60636","95_52755","90_48448","85_44594","80_41278"
"148738","OP186293_0A_Fwd_87430","99_60637","95_52756","90_48449","85_44595","80_41279"
"148739","OP186293_0A_Fwd_84085","99_60638","95_52757","90_48450","85_44596","80_41280"
"148740","OP186293_0A_Fwd_44514","99_60639","95_52758","90_48451","85_44597","80_41281"
"148741","OP186293_0A_Rev_27419","99_60640","95_52759","90_48452","85_44598","80_41282"
"148742","OP186293_0A_Rev_3243","99_60641","95_52760","90_48453","85_44599","80_41283"
"148743","OQ830459_0A_Fwd_37910","99_64592","95_448","90_448","85_446","80_445"
"148744","AF064539_0A_Fwd_31334","99_452","95_448","90_448","85_446","80_445"
"148745","MH791407_0A_Rev_173098","99_30799","95_27505","90_4613","85_4460","80_4366"
"148746","MH791401_0A_Rev_218930","99_5002","95_4731","90_4613","85_4460","80_4366"
"148747","GU396103_0A_Rev_48772","99_5002","95_4731","90_4613","85_4460","80_4366"
"148748","OP186293_0A_Fwd_64095","99_60642","95_52761","90_48454","85_44600","80_41284"
"148749","OP186293_0A_Rev_45397","99_60643","95_52762","90_48455","85_44601","80_41285"
"148750","OP186293_0A_Fwd_145453","99_60644","95_52763","90_48456","85_44602","80_41286"
"148751","OP186293_0A_Rev_95316","99_60646","95_52765","90_48458","85_44603","80_41287"
"148752","OR257569_0A_Rev_91533","99_65774","95_57065","90_52301","85_44603","80_41287"
"148753","OP186293_0A_Fwd_103768","99_60647","95_52766","90_48459","85_44604","80_41288"
"148754","OP186293_0A_Rev_44602","99_60648","95_52767","90_48460","85_44605","80_41289"
"148755","OP186293_0A_Rev_56692","99_60649","95_52768","90_48461","85_44606","80_41290"
"148756","OP186293_0A_Fwd_107589","99_60650","95_52769","90_48462","85_44607","80_41291"
"148757","OP186293_0A_Fwd_86684","99_60651","95_52770","90_48463","85_44608","80_41292"
"148758","OP186293_0A_Fwd_79724","99_60652","95_52771","90_48464","85_44609","80_41293"
"148759","MH791407_0A_Fwd_126899","99_5004","95_4732","90_4614","85_4461","80_4367"
"148760","GU396103_0A_Fwd_1620","99_5004","95_4732","90_4614","85_4461","80_4367"
"148761","MH791401_0A_Fwd_172255","99_5004","95_4732","90_4614","85_4461","80_4367"
"148762","OP186293_0A_Rev_14000","99_60653","95_52772","90_48465","85_44610","80_41294"
"148763","OP186293_0A_Rev_73926","99_60655","95_52774","90_48466","85_44611","80_41295"
"148764","OP186293_0A_Rev_24725","99_60656","95_52775","90_48467","85_44612","80_41296"
"148765","OP186293_0A_Rev_83618","99_60657","95_52776","90_48468","85_44613","80_41297"
"148766","OP186293_0A_Fwd_12366","99_60658","95_52777","90_48469","85_44614","80_41298"
"148767","OP186293_0A_Fwd_104636","99_60659","95_52778","90_48470","85_44615","80_41299"
"148768","OP186293_0A_Fwd_93950","99_60660","95_52779","90_48471","85_44616","80_41300"
"148769","OP186293_0A_Fwd_132328","99_60661","95_52780","90_48472","85_44617","80_41301"
"148770","OP251154_0A_Fwd_30006","99_60663","95_52781","90_48473","85_44618","80_18741"
"148771","OP256047_0A_Fwd_29611","99_60664","95_52782","90_48474","85_44619","80_24870"
"148772","GU396103_0A_Fwd_150591","99_5005","95_4733","90_4615","85_4462","80_4368"
"148773","MH791407_0A_Fwd_55814","99_5005","95_4733","90_4615","85_4462","80_4368"
"148774","MH791401_0A_Fwd_100196","99_5005","95_4733","90_4615","85_4462","80_4368"
"148775","OP256047_0A_Fwd_13098","99_60667","95_52784","90_48476","85_44620","80_24869"
"148776","OP263967_0A_Fwd_1930","99_60668","95_52785","90_48477","85_44621","80_41302"
"148777","OR885926_0A_Fwd_124382","99_68621","95_52785","90_48477","85_44621","80_41302"
"148778","OP263968_0A_Fwd_73939","99_60668","95_52785","90_48477","85_44621","80_41302"
"148779","OP272490_0A_Fwd_43130","99_60670","95_52786","90_48478","85_44622","80_41303"
"148780","OP272490_0A_Fwd_15075","99_60673","95_52788","90_48479","85_44623","80_41304"
"148781","OP272491_0A_Fwd_15056","99_60673","95_52788","90_48479","85_44623","80_41304"
"148782","OP272492_0A_Fwd_15144","99_60673","95_52788","90_48479","85_44623","80_41304"
"148783","OP272490_0A_Fwd_53978","99_60673","95_52788","90_48479","85_44623","80_41304"
"148784","OP272490_0A_Rev_51428","99_60674","95_52789","90_48480","85_44624","80_41305"
"148785","OP272492_0A_Fwd_6737","99_60675","95_52790","90_48481","85_44625","80_41306"
"148786","OP272490_0A_Fwd_6688","99_60675","95_52790","90_48481","85_44625","80_41306"
"148787","OP272490_0A_Fwd_45634","99_60675","95_52790","90_48481","85_44625","80_41306"
"148788","OP272491_0A_Fwd_6721","99_60675","95_52790","90_48481","85_44625","80_41306"
"148789","OP272490_0A_Fwd_18109","99_60677","95_52792","90_48483","85_44626","80_41307"
"148790","OP272490_0A_Fwd_10717","99_60678","95_52793","90_48484","85_44627","80_41308"
"148791","OP272491_0A_Fwd_10704","99_60679","95_52794","90_48485","85_44627","80_41308"
"148792","PQ411323_0A_Fwd_9120","99_60679","95_52794","90_48485","85_44627","80_41308"
"148793","OP272492_0A_Fwd_15736","99_60680","95_52795","90_48486","85_44628","80_41309"
"148794","OP272491_0A_Fwd_15648","99_60680","95_52795","90_48486","85_44628","80_41309"
"148795","OP272493_0A_Rev_24136","99_60681","95_52796","90_48487","85_44629","80_41310"
"148796","PQ039555_0A_Rev_24271","99_60681","95_52796","90_48487","85_44629","80_41310"
"148797","PQ039553_0A_Rev_63539","99_73603","95_52796","90_48487","85_44629","80_41310"
"148798","PQ039553_0A_Rev_24273","99_73603","95_52796","90_48487","85_44629","80_41310"
"148799","MH791401_0A_Fwd_182592","99_5006","95_4734","90_4616","85_4463","80_4369"
"148800","GU396103_0A_Fwd_11957","99_5006","95_4734","90_4616","85_4463","80_4369"
"148801","MH791407_0A_Fwd_137236","99_5006","95_4734","90_4616","85_4463","80_4369"
"148802","OP272493_0A_Rev_32501","99_60683","95_52797","90_48488","85_44630","80_41311"
"148803","PQ039555_0A_Rev_32675","99_60683","95_52797","90_48488","85_44630","80_41311"
"148804","PQ039553_0A_Rev_32710","99_60683","95_52797","90_48488","85_44630","80_41311"
"148805","PQ039553_0A_Rev_71977","99_60683","95_52797","90_48488","85_44630","80_41311"
"148806","OP279344_0A_Rev_59815","99_60684","95_52798","90_48489","85_44631","80_41312"
"148807","OP279344_0A_Rev_55695","99_60686","95_52799","90_48490","85_44632","80_41313"
"148808","OP279344_0A_Fwd_55570","99_60687","95_52800","90_48491","85_44633","80_41314"
"148809","OP291336_0A_Rev_31072","99_60688","95_52801","90_48492","85_44634","80_41315"
"148810","OP292222_0A_Fwd_17876","99_60691","95_52802","90_48493","85_44635","80_41316"
"148811","OX638288_0A_Fwd_170098","99_60692","95_52803","90_48494","85_44636","80_41317"
"148812","OP292222_0A_Fwd_140904","99_60692","95_52803","90_48494","85_44636","80_41317"
"148813","OP292654_0A_Rev_256173","99_60699","95_52807","90_48497","85_44637","80_41318"
"148814","OP292654_0A_Rev_343036","99_60700","95_52808","90_48498","85_44638","80_41319"
"148815","OP292654_0A_Rev_264766","99_60701","95_52809","90_48499","85_44639","80_41320"
"148816","MH791407_0A_Rev_70734","99_5007","95_4735","90_4617","85_4464","80_1886"
"148817","GU396103_0A_Rev_165511","99_5007","95_4735","90_4617","85_4464","80_1886"
"148818","MH791401_0A_Rev_115899","99_5007","95_4735","90_4617","85_4464","80_1886"
"148819","OP292654_0A_Rev_215007","99_60702","95_52810","90_48500","85_44640","80_41321"
"148820","OP292654_0A_Fwd_7624","99_60703","95_52811","90_48501","85_44641","80_41322"
"148821","OP292654_0A_Rev_324011","99_60705","95_52813","90_48502","85_44642","80_41323"
"148822","OP292654_0A_Rev_274209","99_60706","95_52814","90_48503","85_44643","80_41324"
"148823","OP292654_0A_Fwd_210443","99_60707","95_52815","90_48504","85_44644","80_41325"
"148824","OP292654_0A_Rev_24293","99_60708","95_52816","90_48505","85_44645","80_41326"
"148825","OP292654_0A_Rev_295835","99_60709","95_52817","90_48506","85_44646","80_41327"
"148826","OP292654_0A_Fwd_230141","99_60710","95_52818","90_48507","85_44647","80_41328"
"148827","OP292654_0A_Fwd_300038","99_60711","95_52819","90_48508","85_44648","80_41329"
"148828","OP292654_0A_Fwd_89611","99_60712","95_52820","90_48509","85_44649","80_41330"
"148829","GU396103_0A_Fwd_184019","99_5008","95_4736","90_4618","85_4465","80_4370"
"148830","MH791401_0A_Fwd_133387","99_5008","95_4736","90_4618","85_4465","80_4370"
"148831","MH791407_0A_Fwd_87605","99_5008","95_4736","90_4618","85_4465","80_4370"
"148832","OP292654_0A_Fwd_251616","99_60713","95_52821","90_48510","85_44650","80_41331"
"148833","OP292654_0A_Fwd_146961","99_60714","95_52822","90_48511","85_44651","80_41332"
"148834","OP292654_0A_Rev_100127","99_60715","95_52823","90_48512","85_44652","80_41333"
"148835","OP292654_0A_Fwd_81934","99_60717","95_52825","90_48513","85_44653","80_41334"
"148836","OP292654_0A_Fwd_113207","99_60718","95_52826","90_48514","85_44654","80_41335"
"148837","OP292654_0A_Fwd_253442","99_60719","95_52827","90_48515","85_44655","80_41336"
"148838","OP292654_0A_Rev_23152","99_60720","95_52828","90_48516","85_44656","80_41337"
"148839","OP292654_0A_Rev_149244","99_60721","95_52829","90_48517","85_44657","80_6879"
"148840","OP292654_0A_Rev_491","99_60722","95_52830","90_48518","85_44658","80_41338"
"148841","OP292654_0A_Fwd_304045","99_60723","95_52831","90_48519","85_44659","80_41339"
"148842","MH791407_0A_Fwd_126842","99_5009","95_4737","90_4619","85_4466","80_4371"
"148843","MH791401_0A_Fwd_172198","99_5009","95_4737","90_4619","85_4466","80_4371"
"148844","GU396103_0A_Fwd_1563","99_5009","95_4737","90_4619","85_4466","80_4371"
"148845","OP292654_0A_Fwd_206903","99_60724","95_52832","90_48520","85_44660","80_41340"
"148846","OP292654_0A_Rev_173942","99_60725","95_52833","90_48521","85_44661","80_41341"
"148847","OP292654_0A_Fwd_302291","99_60726","95_52834","90_48522","85_44662","80_41342"
"148848","OP292654_0A_Rev_1101","99_60727","95_52835","90_48523","85_44663","80_41343"
"148849","OP292674_0A_Fwd_38327","99_60728","95_52836","90_48524","85_44664","80_41344"
"148850","OP292673_0A_Fwd_39854","99_60728","95_52836","90_48524","85_44664","80_41344"
"148851","OP292673_0A_Fwd_1231","99_60729","95_52837","90_48525","85_44665","80_41345"
"148852","OP292674_0A_Fwd_1231","99_60729","95_52837","90_48525","85_44665","80_41345"
"148853","OP292673_0A_Fwd_32902","99_60730","95_52838","90_48526","85_44666","80_41346"
"148854","OP292674_0A_Fwd_31375","99_60730","95_52838","90_48526","85_44666","80_41346"
"148855","OP293079_0A_Fwd_16172","99_60731","95_52839","90_48527","85_44667","80_41347"
"148856","OP293079_0A_Rev_26676","99_60732","95_52840","90_48528","85_44668","80_41348"
"148857","OR360541_0A_Rev_28226","99_60732","95_52840","90_48528","85_44668","80_41348"
"148858","OP293079_0A_Fwd_19021","99_60733","95_52841","90_48529","85_44669","80_41349"
"148859","MH791407_0A_Fwd_78882","99_5010","95_4738","90_4620","85_4467","80_4372"
"148860","GU396103_0A_Fwd_174678","99_5010","95_4738","90_4620","85_4467","80_4372"
"148861","MH791401_0A_Fwd_124046","99_5010","95_4738","90_4620","85_4467","80_4372"
"148862","OP293079_0A_Rev_38595","99_60734","95_52842","90_48530","85_44670","80_41350"
"148863","OP293079_0A_Rev_21055","99_60735","95_52843","90_48531","85_44671","80_41351"
"148864","OP294982_0A_Rev_6850","99_60738","95_52845","90_48533","85_44672","80_20381"
"148865","OP294982_0A_Fwd_33672","99_60739","95_52846","90_48534","85_44673","80_41352"
"148866","OP296522_0A_Rev_18178","99_60740","95_52847","90_48535","85_44674","80_41353"
"148867","OP296522_0A_Fwd_29561","99_60741","95_52848","90_48536","85_44675","80_41354"
"148868","OP296522_0A_Fwd_24158","99_60742","95_52849","90_48537","85_44676","80_41355"
"148869","OP296522_0A_Rev_12510","99_60744","95_52850","90_48538","85_44677","80_12478"
"148870","OP296522_0A_Fwd_17388","99_60745","95_52851","90_48539","85_44678","80_41356"
"148871","OP296941_0A_Rev_79149","99_60746","95_52852","90_48540","85_44679","80_41357"
"148872","MH791401_0A_Rev_145521","99_5011","95_4739","90_4621","85_4468","80_4373"
"148873","GU396103_0A_Rev_196153","99_5011","95_4739","90_4621","85_4468","80_4373"
"148874","MH791407_0A_Rev_99727","99_5011","95_4739","90_4621","85_4468","80_4373"
"148875","OP296941_0A_Rev_93560","99_60747","95_52853","90_48541","85_44680","80_41358"
"148876","OP296941_0A_Fwd_75226","99_60749","95_52854","90_48542","85_44681","80_41359"
"148877","OP296941_0A_Rev_105281","99_60751","95_52856","90_48544","85_44682","80_41360"
"148878","OP296941_0A_Rev_124567","99_60752","95_52857","90_48545","85_44683","80_41361"
"148879","OP296941_0A_Rev_143748","99_60753","95_52858","90_48546","85_44684","80_41362"
"148880","OP296941_0A_Rev_126464","99_60755","95_52860","90_48547","85_44685","80_23212"
"148881","OP297531_0A_Rev_24445","99_60757","95_52862","90_48548","85_44686","80_41363"
"148882","OP297535_0A_Rev_38836","99_60759","95_52863","90_48549","85_44687","80_41364"
"148883","OP297535_0A_Rev_40196","99_60760","95_52864","90_48550","85_44688","80_41365"
"148884","OP297535_0A_Fwd_78744","99_60761","95_52865","90_48551","85_44689","80_41366"
"148885","GU396103_0A_Rev_13219","99_5012","95_4740","90_4622","85_4469","80_4374"
"148886","MH791407_0A_Rev_138498","99_5012","95_4740","90_4622","85_4469","80_4374"
"148887","MH791401_0A_Rev_183854","99_5012","95_4740","90_4622","85_4469","80_4374"
"148888","OP297535_0A_Rev_61989","99_60764","95_52868","90_48552","85_44690","80_41367"
"148889","OP297541_0A_Rev_40365","99_60769","95_52870","90_48553","85_44691","80_41368"
"148890","OP297541_0A_Fwd_69719","99_60770","95_52871","90_48554","85_44692","80_41369"
"148891","OP297541_0A_Fwd_71166","99_60774","95_52874","90_48557","85_44693","80_41370"
"148892","OP297541_0A_Rev_349","99_60777","95_52877","90_48559","85_44694","80_35370"
"148893","OP297541_0A_Fwd_42054","99_60780","95_52880","90_48561","85_44695","80_41371"
"148894","OP297541_0A_Fwd_46997","99_60781","95_52881","90_48562","85_44696","80_22619"
"148895","PQ449568_0A_Fwd_45431","99_74696","95_64377","90_58708","85_44696","80_22619"
"148896","PQ449568_0A_Fwd_25820","99_74706","95_64386","90_48563","85_44697","80_39422"
"148897","OP297541_0A_Fwd_25848","99_60782","95_52882","90_48563","85_44697","80_39422"
"148898","OP297541_0A_Fwd_1208","99_60784","95_52884","90_48565","85_44698","80_4420"
"148899","PQ449568_0A_Fwd_1211","99_74711","95_64391","90_58719","85_44698","80_4420"
"148900","OP297545_0A_Rev_15581","99_60785","95_52885","90_48566","85_44699","80_41372"
"148901","AF064539_0A_Fwd_15272","99_453","95_449","90_449","85_447","80_446"
"148902","GU396103_0A_Fwd_109672","99_5013","95_4741","90_4623","85_4470","80_4375"
"148903","MH791401_0A_Fwd_59297","99_5013","95_4741","90_4623","85_4470","80_4375"
"148904","MH791407_0A_Fwd_14915","99_5013","95_4741","90_4623","85_4470","80_4375"
"148905","OP297545_0A_Rev_21458","99_60786","95_52886","90_48567","85_44700","80_41373"
"148906","OP297545_0A_Fwd_5603","99_60787","95_52887","90_48568","85_44701","80_41374"
"148907","OP297548_0A_Rev_4462","99_60789","95_52889","90_48570","85_44702","80_41375"
"148908","OP297548_0A_Rev_28634","99_60793","95_52892","90_48573","85_44703","80_41376"
"148909","OP297548_0A_Rev_40597","99_60794","95_52893","90_48574","85_44704","80_31913"
"148910","OP297548_0A_Rev_30405","99_60795","95_52894","90_48575","85_44705","80_41377"
"148911","OP434457_0A_Rev_29853","99_61210","95_52894","90_48575","85_44705","80_41377"
"148912","OP297552_0A_Rev_28624","99_60798","95_52895","90_48576","85_44706","80_41378"
"148913","OP314871_0A_Rev_48710","99_60802","95_52897","90_48577","85_44707","80_15298"
"148914","OP310977_0A_Rev_13421","99_60802","95_52897","90_48577","85_44707","80_15298"
"148915","OP312987_0A_Rev_68623","99_60820","95_52906","90_48581","85_44708","80_41379"
"148916","OP313111_0A_Fwd_11656","99_60823","95_52907","90_48582","85_44709","80_11118"
"148917","OP617560_0A_Fwd_16171","99_60823","95_52907","90_48582","85_44709","80_11118"
"148918","MH791401_0A_Fwd_108773","99_5014","95_4742","90_4624","85_4471","80_4376"
"148919","GU396103_0A_Fwd_158383","99_5014","95_4742","90_4624","85_4471","80_4376"
"148920","MH791407_0A_Fwd_63607","99_5014","95_4742","90_4624","85_4471","80_4376"
"148921","OP313111_0A_Rev_15459","99_60825","95_52909","90_48584","85_44710","80_231"
"148922","OP617560_0A_Rev_19974","99_60825","95_52909","90_48584","85_44710","80_231"
"148923","OP617560_0A_Rev_17924","99_60826","95_52910","90_48585","85_44711","80_41380"
"148924","OP947225_0A_Rev_8546","99_62419","95_52910","90_48585","85_44711","80_41380"
"148925","OP313111_0A_Rev_13409","99_60826","95_52910","90_48585","85_44711","80_41380"
"148926","OP617560_0A_Fwd_34591","99_60829","95_52912","90_48586","85_44712","80_41381"
"148927","OP313111_0A_Fwd_30076","99_60829","95_52912","90_48586","85_44712","80_41381"
"148928","OP313112_0A_Fwd_35633","99_60831","95_52913","90_48587","85_44713","80_41382"
"148929","OP313112_0A_Rev_41324","99_60832","95_52914","90_48588","85_44714","80_41383"
"148930","OR611941_0A_Fwd_56632","99_67310","95_52915","90_48589","85_44715","80_41384"
"148931","OP314870_0A_Fwd_63663","99_60835","95_52915","90_48589","85_44715","80_41384"
"148932","OP323059_0A_Rev_57466","99_60837","95_52917","90_48590","85_44716","80_41385"
"148933","OR062950_0A_Rev_5936","99_60837","95_52917","90_48590","85_44716","80_41385"
"148934","OR062949_0A_Rev_2662","99_60837","95_52917","90_48590","85_44716","80_41385"
"148935","OR640346_0A_Fwd_105208","99_60838","95_52918","90_48591","85_44717","80_41386"
"148936","OR640350_0A_Fwd_103885","99_60838","95_52918","90_48591","85_44717","80_41386"
"148937","OR640348_0A_Fwd_105871","99_60838","95_52918","90_48591","85_44717","80_41386"
"148938","OR602703_0A_Fwd_137561","99_60838","95_52918","90_48591","85_44717","80_41386"
"148939","OP323059_0A_Fwd_134564","99_60838","95_52918","90_48591","85_44717","80_41386"
"148940","OR640347_0A_Fwd_105375","99_60838","95_52918","90_48591","85_44717","80_41386"
"148941","OP323073_0A_Fwd_422","99_60839","95_52919","90_48592","85_44718","80_41387"
"148942","OP323075_0A_Fwd_16624","99_60840","95_52920","90_48593","85_44719","80_41388"
"148943","OP323074_0A_Fwd_16588","99_60840","95_52920","90_48593","85_44719","80_41388"
"148944","GU396103_0A_Rev_180779","99_5015","95_4743","90_4625","85_4472","80_4377"
"148945","MH791401_0A_Rev_130147","99_5015","95_4743","90_4625","85_4472","80_4377"
"148946","MH791407_0A_Rev_84365","99_5015","95_4743","90_4625","85_4472","80_4377"
"148947","OP323076_0A_Fwd_23305","99_60841","95_52921","90_48594","85_44720","80_41389"
"148948","OP329100_0A_Rev_14008","99_60842","95_52922","90_48595","85_44721","80_41390"
"148949","OP329100_0A_Rev_3116","99_60843","95_52923","90_48596","85_44722","80_41391"
"148950","OP329100_0A_Fwd_29737","99_60844","95_52924","90_48597","85_44723","80_41392"
"148951","OP329100_0A_Rev_19587","99_60845","95_52925","90_48598","85_44724","80_41393"
"148952","OP329100_0A_Rev_16937","99_60846","95_52926","90_48599","85_44725","80_41394"
"148953","OP329100_0A_Fwd_31985","99_60847","95_52927","90_48600","85_44726","80_41395"
"148954","OP329100_0A_Rev_11839","99_60848","95_52928","90_48601","85_44727","80_41396"
"148955","OP329100_0A_Rev_23594","99_60849","95_52929","90_48602","85_44728","80_41397"
"148956","OP329100_0A_Fwd_2242","99_60850","95_52930","90_48603","85_44729","80_41398"
"148957","GU396103_0A_Rev_25487","99_5016","95_4744","90_4626","85_4473","80_4378"
"148958","MH791401_0A_Rev_196123","99_5016","95_4744","90_4626","85_4473","80_4378"
"148959","MH791407_0A_Rev_150767","99_5016","95_4744","90_4626","85_4473","80_4378"
"148960","OP341623_0A_Fwd_8969","99_60851","95_52931","90_48604","85_44730","80_41399"
"148961","OP341623_0A_Fwd_9095","99_60852","95_52932","90_48605","85_44731","80_41400"
"148962","OP341623_0A_Rev_23471","99_60853","95_52933","90_48606","85_44732","80_41401"
"148963","OP341623_0A_Fwd_37670","99_60854","95_52934","90_48607","85_44733","80_41402"
"148964","OP341623_0A_Rev_1768","99_60855","95_52935","90_48608","85_44734","80_41403"
"148965","OP341630_0A_Fwd_11594","99_60856","95_52936","90_48609","85_44735","80_41404"
"148966","OP341624_0A_Fwd_11371","99_60856","95_52936","90_48609","85_44735","80_41404"
"148967","OP341624_0A_Rev_13845","99_60857","95_52937","90_48610","85_44736","80_41405"
"148968","OP341630_0A_Rev_14068","99_60857","95_52937","90_48610","85_44736","80_41405"
"148969","OP341624_0A_Fwd_18674","99_60858","95_52938","90_48611","85_44737","80_41406"
"148970","OP341630_0A_Fwd_18897","99_60858","95_52938","90_48611","85_44737","80_41406"
"148971","OP341626_0A_Fwd_17964","99_60858","95_52938","90_48611","85_44737","80_41406"
"148972","OP341627_0A_Fwd_19019","99_60858","95_52938","90_48611","85_44737","80_41406"
"148973","OP341625_0A_Rev_24540","99_60859","95_52939","90_48612","85_44738","80_41407"
"148974","OP341625_0A_Rev_17673","99_60861","95_52940","90_48613","85_44739","80_15530"
"148975","MH791401_0A_Rev_190301","99_5017","95_4745","90_4627","85_4474","80_4379"
"148976","GU396103_0A_Rev_19666","99_5017","95_4745","90_4627","85_4474","80_4379"
"148977","MH791407_0A_Rev_144945","99_5017","95_4745","90_4627","85_4474","80_4379"
"148978","OP341625_0A_Fwd_3656","99_60863","95_52942","90_48614","85_44740","80_41408"
"148979","OP341625_0A_Rev_8056","99_60867","95_52946","90_48618","85_44741","80_41409"
"148980","OP341626_0A_Fwd_14587","99_60868","95_52947","90_48619","85_44742","80_41410"
"148981","OP341627_0A_Fwd_15618","99_60868","95_52947","90_48619","85_44742","80_41410"
"148982","OP341626_0A_Rev_13429","99_60869","95_52948","90_48620","85_44743","80_41411"
"148983","OP341626_0A_Fwd_12775","99_60870","95_52949","90_48621","85_44744","80_41412"
"148984","OP341627_0A_Fwd_12768","99_60870","95_52949","90_48621","85_44744","80_41412"
"148985","OP341627_0A_Fwd_14577","99_60871","95_52950","90_48622","85_44745","80_41413"
"148986","OP341627_0A_Fwd_36151","99_60872","95_52951","90_48623","85_44746","80_41414"
"148987","OP341627_0A_Fwd_35604","99_60873","95_52952","90_48624","85_44747","80_41415"
"148988","OP341627_0A_Fwd_33347","99_60874","95_52953","90_48625","85_44748","80_41416"
"148989","OP341627_0A_Fwd_28718","99_60875","95_52954","90_48626","85_44749","80_41417"
"148990","KY290955_0A_Rev_221688","99_5018","95_4746","90_4628","85_4475","80_4380"
"148991","GU459069_0A_Rev_220348","99_5018","95_4746","90_4628","85_4475","80_4380"
"148992","OP341628_0A_Fwd_35856","99_60876","95_52955","90_48627","85_44750","80_41415"
"148993","OP341630_0A_Fwd_35829","99_60876","95_52955","90_48627","85_44750","80_41415"
"148994","OP341628_0A_Fwd_14569","99_60877","95_52956","90_48628","85_44751","80_41418"
"148995","OP341629_0A_Rev_38283","99_60878","95_52957","90_48629","85_44752","80_41419"
"148996","OP341629_0A_Fwd_14471","99_60879","95_52958","90_48630","85_44753","80_41420"
"148997","OP341629_0A_Rev_10368","99_60880","95_52959","90_48631","85_44754","80_41421"
"148998","OP341629_0A_Fwd_16159","99_60881","95_52960","90_48632","85_44755","80_41422"
"148999","OP341629_0A_Fwd_23089","99_60882","95_52961","90_48633","85_44756","80_41423"
"149000","OP341629_0A_Fwd_22008","99_60883","95_52962","90_48634","85_44757","80_41424"
"149001","OP341629_0A_Fwd_38056","99_60884","95_52963","90_48635","85_44758","80_41425"
"149002","OP341630_0A_Fwd_16950","99_60885","95_52964","90_48636","85_44759","80_41426"
"149003","GU459069_0A_Fwd_139590","99_5019","95_4747","90_4629","85_4476","80_4381"
"149004","KY290955_0A_Fwd_139568","99_5019","95_4747","90_4629","85_4476","80_4381"
"149005","OP361299_0A_Fwd_43160","99_60892","95_52967","90_48638","85_44760","80_41427"
"149006","OP361299_0A_Rev_20752","99_60893","95_52968","90_48639","85_44761","80_41428"
"149007","OP361299_0A_Rev_5039","99_60894","95_52969","90_48640","85_44762","80_41429"
"149008","OP361299_0A_Fwd_1479","99_60895","95_52970","90_48641","85_44763","80_41430"
"149009","OP361299_0A_Fwd_35258","99_60896","95_52971","90_48642","85_44764","80_41431"
"149010","OP361299_0A_Fwd_35696","99_60897","95_52972","90_48643","85_44765","80_41432"
"149011","OP361299_0A_Fwd_36840","99_60898","95_52973","90_48644","85_44766","80_41433"
"149012","OP361299_0A_Fwd_25380","99_60899","95_52974","90_48645","85_44767","80_39369"
"149013","OP361299_0A_Fwd_35330","99_60900","95_52975","90_48646","85_44768","80_41434"
"149014","OP361299_0A_Fwd_20690","99_60901","95_52976","90_48647","85_44769","80_41435"
"149015","GU459069_0A_Rev_3403","99_5020","95_4748","90_4630","85_4477","80_4382"
"149016","KY290955_0A_Rev_3402","99_5020","95_4748","90_4630","85_4477","80_4382"
"149017","OP375635_0A_Rev_37244","99_60904","95_52979","90_48648","85_44770","80_41436"
"149018","OP375635_0A_Rev_7952","99_60905","95_52980","90_48649","85_44771","80_41437"
"149019","OP375635_0A_Rev_31795","99_60906","95_52981","90_48650","85_44772","80_41438"
"149020","OP375635_0A_Rev_33015","99_60907","95_52982","90_48651","85_44773","80_41439"
"149021","OP375635_0A_Rev_29753","99_60908","95_52983","90_48652","85_44774","80_41440"
"149022","OP375635_0A_Rev_4336","99_60909","95_52984","90_48653","85_44775","80_41441"
"149023","OP380269_0A_Rev_36402","99_60917","95_52989","90_48657","85_44776","80_41442"
"149024","OQ646789_0A_Rev_28937","99_60917","95_52989","90_48657","85_44776","80_41442"
"149025","OQ646789_0A_Rev_27424","99_60919","95_52991","90_48659","85_44777","80_34890"
"149026","OP380269_0A_Rev_34889","99_60919","95_52991","90_48659","85_44777","80_34890"
"149027","OP380492_0A_Fwd_29804","99_60920","95_52992","90_48660","85_44778","80_41443"
"149028","OP380492_0A_Fwd_133247","99_60921","95_52993","90_48661","85_44779","80_41444"
"149029","GU459069_0A_Rev_212559","99_5021","95_4749","90_4631","85_4478","80_4383"
"149030","KY290955_0A_Rev_213900","99_5021","95_4749","90_4631","85_4478","80_4383"
