contig_id	contig_length	n_genes	votu	genus_cluster	family_cluster	genomad_taxonomy	predicted_host	genomad_chromosome_score	genomad_plasmid_score	genomad_virus_score	genomad_n_uscg	genomad_n_plasmid_hallmarks	genomad_n_virus_hallmarks	genomad_marker_enrichment_c	genomad_marker_enrichment_p	genomad_marker_enrichment_v	checkv_quality	checkv_completeness	checkv_completeness_method	checkv_aai	checkv_aai_shared_fraction
3300037279.a:Ga0397552_0009796	5585	17	vOTU_001616	gc_003014	fc_000785	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0098	0.0224	0.9678	0	0	1	-9.4212	-5.1779	5.0861	Low-quality	12.8	AAI-based (high-confidence)	71.5	18.73
3300037279.a:Ga0397552_0010384	5388	7	vOTU_001614	gc_000132	fc_000003	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0071	0.0117	0.9812	0	0	4	-10.7758	-11.4058	8.7118	Low-quality	8.33	AAI-based (medium-confidence)	54.99	47.41
3300037279.a:Ga0397552_0011260	5126	9	vOTU_004190	gc_016654	fc_000068			0.0078	0.0125	0.9797	0	0	1	-10.3097	-10.3097	10.3097	Low-quality	13.8	AAI-based (high-confidence)	59.42	58.23
3300037280.a:Ga0397554_0000001	248112	349	vOTU_002319	gc_002159	fc_001130	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0082	0.0195	0.9723	0	0	8	-194.116	-138.3336	121.7107	Complete	100.0	DTR (high-confidence)	99.99	99.2
3300037280.a:Ga0397554_0000002	182060	232	vOTU_036116	gc_016667	fc_001152	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0085	0.014	0.9775	0	0	7	-155.7171	-142.6251	124.6496	High-quality	91.73	HMM-based (lower-bound)	45.7	10.97
3300037280.a:Ga0397554_0000003	178286	185	vOTU_001858	gc_000991	fc_000589	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0102	0.0142	0.9756	0	0	7	-150.102	-141.9973	131.854	High-quality	100.0	AAI-based (high-confidence)	100.0	99.92
3300037280.a:Ga0397554_0000004	170246	195	vOTU_036073	gc_000301	fc_000077	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0104	0.0157	0.9738	0	0	13	-214.4713	-204.7632	188.013	Medium-quality	51.84	AAI-based (high-confidence)	70.18	76.04
3300037280.a:Ga0397554_0000005	100160	167	vOTU_001854	gc_000991	fc_000589	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0098	0.0142	0.976	0	0	6	-92.7036	-93.1972	85.4153	Medium-quality	56.5	AAI-based (high-confidence)	65.55	29.32
3300037280.a:Ga0397554_0000006	85993	99	vOTU_004662	gc_016685	fc_002339	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0084	0.0212	0.9704	0	0	4	-48.8628	-45.8225	42.0795	High-quality	99.88	AAI-based (high-confidence)	99.7	99.67
3300037280.a:Ga0397554_0000007	84378	107	vOTU_001881	gc_016687	fc_000194	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales		0.0077	0.0135	0.9787	0	0	6	-85.7163	-90.0436	79.2144	Medium-quality	83.35	AAI-based (high-confidence)	42.26	57.4
3300037280.a:Ga0397554_0000008	66959	91	vOTU_000401	gc_001168	fc_000124	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0126	0.0238	0.9636	0	0	7	-90.6426	-81.354	79.0304	High-quality	93.38	AAI-based (high-confidence)	99.96	100.0
3300037280.a:Ga0397554_0000009	61797	105	vOTU_035333	gc_016696	fc_000085	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0098	0.0202	0.9699	0	0	1	-53.9332	-51.9362	46.2027	Low-quality	18.82	AAI-based (high-confidence)	71.47	58.02
3300037280.a:Ga0397554_0000010	61752	75	vOTU_000769	gc_002702	fc_000994	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0133	0.0205	0.9662	0	0	4	-49.3223	-40.4883	36.4224	High-quality	98.61	AAI-based (medium-confidence)	51.31	36.83
3300037280.a:Ga0397554_0000011	57876	105	vOTU_001888	gc_004456	fc_000589	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.009	0.0147	0.9764	0	0	5	-40.5229	-44.6158	35.2962	Low-quality	29.86	HMM-based (lower-bound)	47.32	14.8
3300037280.a:Ga0397554_0000012	53574	79	vOTU_036075	gc_000071	fc_000044	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0117	0.0236	0.9647	0	0	4	-58.8823	-62.156	51.5261	Low-quality	16.31	AAI-based (high-confidence)	69.28	90.87
3300037280.a:Ga0397554_0000014	43953	64	vOTU_036084	gc_016688	fc_001772	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0068	0.0119	0.9813	0	0	5	-63.88	-53.6305	48.9269	High-quality	100.0	AAI-based (high-confidence)	99.99	98.52
3300037280.a:Ga0397554_0000015	41513	69	vOTU_035702	gc_016694	fc_001772	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0069	0.0121	0.9811	0	0	5	-53.8877	-45.8063	42.8781	Complete	100.0	DTR (high-confidence)	100.0	100.0
3300037280.a:Ga0397554_0000017	36282	48	vOTU_035329	gc_016697	fc_000506	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0097	0.0165	0.9738	0	0	11	-57.0503	-52.7712	48.8997	Low-quality	46.57	HMM-based (lower-bound)	45.0	19.9
3300037280.a:Ga0397554_0000018	34323	53	vOTU_004648	gc_007037	fc_002337	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.007	0.0123	0.9807	0	0	5	-39.4234	-38.1137	33.5327	High-quality	100.0	AAI-based (high-confidence)	100.0	97.47
3300037280.a:Ga0397554_0000019	33880	56	vOTU_001855	gc_007036	fc_000874	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0076	0.0138	0.9786	0	0	4	-43.398	-41.6717	38.1105	Low-quality	36.94	HMM-based (lower-bound)	53.84	9.12
3300037280.a:Ga0397554_0000020	33176	28	vOTU_004663	gc_002410	fc_000099	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0064	0.0105	0.9831	0	0	4	-45.471	-45.3742	42.5728	Low-quality	29.16	AAI-based (medium-confidence)	45.74	36.04
3300037280.a:Ga0397554_0000021	29247	37	vOTU_003990	gc_016689	fc_000280	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0102	0.0183	0.9715	0	0	3	-15.4573	-15.4842	15.4573	Low-quality	49.63	AAI-based (medium-confidence)	46.02	56.03
3300037280.a:Ga0397554_0000022	28206	32	vOTU_000481	gc_000534	fc_000104	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0116	0.0246	0.9638	0	0	3	-17.8622	-17.7497	16.0573	Medium-quality	60.71	AAI-based (medium-confidence)	40.87	55.52
3300037280.a:Ga0397554_0000023	26970	37	vOTU_004383	gc_007043	fc_001425	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.008	0.0194	0.9726	0	0	10	-38.2436	-30.1489	28.0257	Medium-quality	76.96	AAI-based (high-confidence)	59.9	30.77
3300037280.a:Ga0397554_0000024	26745	18	vOTU_035327	gc_016698	fc_005870	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales		0.013	0.017	0.9699	0	0	0	-10.9326	-10.0085	9.9324	Low-quality	32.59	AAI-based (medium-confidence)	42.45	34.17
3300037280.a:Ga0397554_0000025	26450	29	vOTU_004042	gc_001700	fc_000575	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0073	0.0119	0.9808	0	0	5	-23.3882	-27.1438	19.9667	Low-quality	23.82	AAI-based (medium-confidence)	49.99	39.69
3300037280.a:Ga0397554_0000026	23957	53	vOTU_036089	gc_016671	fc_005861	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.01	0.022	0.968	0	0	0	-27.2139	-25.8503	24.1303	Low-quality	7.3	AAI-based (high-confidence)	68.33	35.95
3300037280.a:Ga0397554_0000027	21149	32	vOTU_036069	gc_002703	fc_000091	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__UBA6192;s__UBA6192 sp018816765	0.0078	0.0202	0.972	0	0	3	-31.7146	-26.1039	23.8076	Low-quality	26.58	AAI-based (medium-confidence)	45.78	47.92
3300037280.a:Ga0397554_0000028	20805	34	vOTU_003969	gc_007045	fc_000853	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.017	0.043	0.94	0	0	10	-38.7186	-30.3171	27.673	Low-quality	37.11	HMM-based (lower-bound)	57.98	10.51
3300037280.a:Ga0397554_0000029	20515	27	vOTU_002207	gc_003827	fc_000597	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0081	0.024	0.9679	0	0	4	-32.2324	-25.0651	24.7147	Low-quality	42.82	AAI-based (medium-confidence)	36.16	39.12
3300037280.a:Ga0397554_0000032	19144	45	vOTU_036099	gc_016670	fc_005860	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0103	0.0341	0.9556	0	0	1	-17.8737	-17.7729	15.539	Low-quality	5.83	AAI-based (high-confidence)	69.64	45.33
3300037280.a:Ga0397554_0000033	18897	30	vOTU_036064	gc_002700	fc_001228	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0089	0.0256	0.9654	0	0	0	-11.2964	-10.6068	8.5747	Low-quality	47.44	AAI-based (high-confidence)	100.0	94.38
3300037280.a:Ga0397554_0000035	18395	25	vOTU_004665	gc_002410	fc_000099	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0066	0.0108	0.9825	0	0	1	-21.1835	-24.2011	21.1835	Low-quality	15.16	AAI-based (medium-confidence)	52.19	56.98
3300037280.a:Ga0397554_0000038	17875	34	vOTU_036057	gc_016679	fc_005862	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0224	0.0484	0.9292	0	0	0	-10.7098	-10.7694	9.1303	Low-quality	2.51	AAI-based (high-confidence)	59.73	39.69
3300037280.a:Ga0397554_0000040	17630	26	vOTU_004658	gc_007034	fc_002336	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0075	0.0134	0.9792	0	0	0	-18.3643	-17.3006	12.4806	Low-quality	12.15	HMM-based (lower-bound)	59.01	10.84
3300037280.a:Ga0397554_0000041	17139	34	vOTU_001888	gc_004456	fc_000589	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0159	0.0173	0.9668	0	0	0	-15.0302	-17.5244	13.2109	Low-quality	9.09	HMM-based (lower-bound)	43.49	17.22
3300037280.a:Ga0397554_0000042	16972	25	vOTU_036066	gc_016673	fc_000169	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0178	0.0224	0.9598	0	0	1	-32.2823	-31.178	29.0461	Low-quality	43.69	AAI-based (medium-confidence)	57.22	39.77
3300037280.a:Ga0397554_0000043	16824	37	vOTU_036060	gc_016677	fc_001634	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.009	0.0206	0.9704	0	0	0	-14.5936	-7.9387	7.7748	Low-quality	15.15	AAI-based (medium-confidence)	45.85	18.12
3300037280.a:Ga0397554_0000047	15873	22	vOTU_036076	gc_016682	fc_005863	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0104	0.058	0.9316	0	0	2	-13.6549	-15.1136	11.7942	Low-quality	30.49	AAI-based (medium-confidence)	37.8	34.64
3300037280.a:Ga0397554_0000056	14247	9	vOTU_036085	gc_016690	fc_005866	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0079	0.0122	0.9798	0	0	0	-5.1548	-5.1548	5.1548	Low-quality	2.93	AAI-based (medium-confidence)	61.67	19.32
3300037280.a:Ga0397554_0000059	14085	15	vOTU_035320	gc_016699	fc_000296	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0091	0.0138	0.9771	0	0	1	-18.0497	-14.0719	13.7307	Low-quality	16.71	AAI-based (medium-confidence)	54.17	34.73
3300037280.a:Ga0397554_0000061	13662	28	vOTU_036077	gc_016683	fc_005864	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0122	0.0261	0.9617	0	0	1	-10.7612	-9.9824	6.9425	Low-quality	2.29	AAI-based (medium-confidence)	43.67	28.27
3300037280.a:Ga0397554_0000066	13346	9	vOTU_035326	gc_007041	fc_000194	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales		0.0062	0.0102	0.9836	0	0	0	-15.4645	-15.4645	15.4645	Low-quality	13.26	AAI-based (medium-confidence)	37.63	100.0
3300037280.a:Ga0397554_0000067	13340	19	vOTU_004654	gc_005753	fc_000175	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0116	0.0145	0.9739	0	0	3	-30.5692	-28.7603	28.3403	Low-quality	28.7	AAI-based (medium-confidence)	45.07	65.48
3300037280.a:Ga0397554_0000068	13334	15	vOTU_036088	gc_004597	fc_001783	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0091	0.022	0.9689	0	0	2	-20.0658	-15.9619	13.4701	Low-quality	31.98	AAI-based (high-confidence)	100.0	100.0
3300037280.a:Ga0397554_0000072	13009	19	vOTU_035332	gc_001586	fc_000632	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0222	0.0299	0.9479	0	0	5	-16.0138	-13.1883	11.6426	Low-quality	30.83	HMM-based (lower-bound)	34.62	25.89
3300037280.a:Ga0397554_0000074	12992	24	vOTU_004644	gc_007035	fc_001101	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0119	0.0407	0.9474	0	0	2	-7.791	-9.893	7.791	Low-quality	1.83	AAI-based (high-confidence)	69.11	42.85
3300037280.a:Ga0397554_0000093	11835	16	vOTU_001885	gc_000003	fc_000001	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0093	0.0124	0.9783	0	0	2	-21.3149	-20.2974	20.2974	Low-quality	22.61	AAI-based (high-confidence)	100.0	97.79
3300037280.a:Ga0397554_0000098	11584	14	vOTU_000482	gc_000774	fc_000167	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0065	0.0115	0.9819	0	0	7	-25.6219	-20.7948	20.1738	Low-quality	26.42	AAI-based (medium-confidence)	44.08	49.64
3300037280.a:Ga0397554_0000099	11533	13	vOTU_035334	gc_016695	fc_000398	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0073	0.0135	0.9791	0	0	4	-12.3446	-9.204	9.112	Low-quality	20.48	AAI-based (medium-confidence)	43.17	38.43
3300037280.a:Ga0397554_0000101	11444	26	vOTU_035325	gc_016700	fc_000480	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0073	0.0132	0.9795	0	0	0	-15.935	-12.8602	12.2757	Low-quality	13.16	HMM-based (lower-bound)	37.94	11.49
3300037280.a:Ga0397554_0000103	11438	16	vOTU_036070	gc_001505	fc_000091	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0074	0.0125	0.9801	0	0	1	-25.7403	-24.6345	18.7649	Low-quality	7.81	AAI-based (medium-confidence)	52.04	46.46
3300037280.a:Ga0397554_0000108	11321	19	vOTU_036071	gc_016680	fc_000182	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0192	0.0286	0.9522	0	0	1	-6.0435	-4.8778	4.5458	Low-quality	18.09	AAI-based (high-confidence)	69.73	52.71
3300037280.a:Ga0397554_0000112	11154	15	vOTU_036065	gc_003956	fc_001045	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0108	0.0495	0.9397	0	0	2	-5.108	-5.2729	5.108	Low-quality	30.85	AAI-based (medium-confidence)	40.54	46.73
3300037280.a:Ga0397554_0000130	10624	13	vOTU_002197	gc_001505	fc_000091	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0081	0.0144	0.9775	0	0	2	-11.224	-10.1205	9.515	Low-quality	15.05	AAI-based (medium-confidence)	47.88	59.88
3300037280.a:Ga0397554_0000131	10573	9	vOTU_036078	gc_016684	fc_000473	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0846	0.0716	0.8437	0	0	1	-1.2975	-5.9044	1.2975	Low-quality	31.01	AAI-based (high-confidence)	71.47	56.16
3300037280.a:Ga0397554_0000139	10182	17	vOTU_002168	gc_003831	fc_000853	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0098	0.0719	0.9182	0	0	2	-17.3395	-12.0446	11.1678	Low-quality	15.13	HMM-based (lower-bound)	61.6	13.61
3300037280.a:Ga0397554_0000161	9713	17	vOTU_004660	gc_004457	fc_000314	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0078	0.0196	0.9726	0	0	2	-13.1143	-12.1255	10.7321	Low-quality	16.41	AAI-based (medium-confidence)	59.06	27.32
3300037280.a:Ga0397554_0000170	9506	8	vOTU_036117	gc_016668	fc_000167	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.012	0.0289	0.9591	0	0	2	-8.112	-6.6055	5.4936	Low-quality	9.19	HMM-based (lower-bound)	36.8	36.5
3300037280.a:Ga0397554_0000175	9399	12	vOTU_036086	gc_016691	fc_005867	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0099	0.0126	0.9775	0	0	6	-18.2068	-17.7773	15.3922	Low-quality	29.27	AAI-based (medium-confidence)	55.84	22.26
3300037280.a:Ga0397554_0000181	9249	14	vOTU_036080	gc_016686	fc_005865	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0189	0.0209	0.9602	0	0	2	-12.8457	-9.0192	8.7487	Low-quality	13.41	AAI-based (high-confidence)	75.12	24.31
3300037280.a:Ga0397554_0000209	8872	11	vOTU_036068	gc_000001	fc_000001	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0077	0.0116	0.9807	0	0	5	-15.8721	-15.2702	15.2702	Low-quality	14.81	AAI-based (medium-confidence)	56.01	91.99
3300037280.a:Ga0397554_0000210	8810	13	vOTU_036087	gc_000457	fc_000276	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0148	0.0226	0.9626	0	0	2	-12.6945	-11.6563	11.6563	Low-quality	16.77	AAI-based (medium-confidence)	39.78	49.23
3300037280.a:Ga0397554_0000218	8710	8	vOTU_036059	gc_016678	fc_001427	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0139	0.0172	0.9689	0	0	1	-7.2537	-10.6254	7.2537	Low-quality	2.03	AAI-based (high-confidence)	68.6	37.39
3300037280.a:Ga0397554_0000219	8692	5	vOTU_036118	gc_016669	fc_000241	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0074	0.0143	0.9783	0	0	1	-7.5056	-6.9977	5.6902	Low-quality	16.25	HMM-based (lower-bound)	26.7	31.77
3300037280.a:Ga0397554_0000227	8576	11	vOTU_036072	gc_016681	fc_000094	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0126	0.0192	0.9682	0	0	1	-11.923	-13.9964	8.8749	Low-quality	1.21	AAI-based (high-confidence)	63.39	70.11
3300037280.a:Ga0397554_0000231	8552	15	vOTU_036063	gc_016674	fc_001683	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0474	0.0364	0.9162	0	0	1	-15.3658	-10.057	9.4262	Low-quality	1.47	AAI-based (medium-confidence)	55.61	38.56
3300037280.a:Ga0397554_0000237	8493	10	vOTU_036081	gc_007040	fc_001027	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0099	0.0185	0.9716	0	0	2	-6.0442	-5.1469	4.1018	Low-quality	13.87	HMM-based (lower-bound)	52.4	20.91
3300037280.a:Ga0397554_0000257	8180	14	vOTU_003978	gc_005732	fc_002008	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0078	0.0143	0.9779	0	0	2	-7.8513	-6.6659	6.0482	Low-quality	24.01	AAI-based (high-confidence)	60.96	36.76
3300037280.a:Ga0397554_0000262	8055	8	vOTU_004260	gc_016701	fc_000672	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0195	0.0243	0.9562	0	0	1	-3.4366	-3.4366	3.4366	Low-quality	5.28	AAI-based (medium-confidence)	55.56	68.57
3300037280.a:Ga0397554_0000266	8023	9	vOTU_036056	gc_000001	fc_000001	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0064	0.0106	0.9831	0	0	2	-13.7449	-13.7501	13.7449	Low-quality	13.67	AAI-based (high-confidence)	58.08	80.93
3300037280.a:Ga0397554_0000280	7870	16	vOTU_000901	gc_001972	fc_001234	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0073	0.0117	0.9809	0	0	1	-16.3208	-16.5462	12.6406	Low-quality	10.29	AAI-based (medium-confidence)	46.35	36.77
3300037280.a:Ga0397554_0000286	7815	11	vOTU_036082	gc_001051	fc_000542	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0073	0.0125	0.9803	0	0	2	-7.5837	-6.7985	6.2986	Low-quality	22.94	AAI-based (medium-confidence)	55.58	58.54
3300037280.a:Ga0397554_0000322	7389	14	vOTU_035722	gc_016692	fc_005868	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.012	0.022	0.966	0	0	1	-3.3589	-3.6229	3.3589	Low-quality	3.42	HMM-based (lower-bound)	37.11	27.99
3300037280.a:Ga0397554_0000336	7261	23	vOTU_036062	gc_016675	fc_000001	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0082	0.0177	0.9742	0	0	1	-7.7461	-6.3179	6.3179	Low-quality	13.87	AAI-based (high-confidence)	100.0	98.49
3300037280.a:Ga0397554_0000338	7257	14	vOTU_036119	gc_004457	fc_000314	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.017	0.0633	0.9197	0	0	2	-4.3284	-2.9062	2.7859	Low-quality	12.91	AAI-based (medium-confidence)	57.76	41.78
3300037280.a:Ga0397554_0000347	7190	8	vOTU_036074	gc_000001	fc_000001	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0064	0.0103	0.9833	0	0	3	-13.7463	-13.7463	13.7463	Low-quality	13.03	AAI-based (high-confidence)	99.89	88.69
3300037280.a:Ga0397554_0000373	7020	8	vOTU_004646	gc_000264	fc_000276	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0073	0.0115	0.9811	0	0	6	-15.5116	-12.7974	12.6704	Low-quality	13.17	AAI-based (medium-confidence)	34.79	48.93
3300037280.a:Ga0397554_0000443	6321	12	vOTU_035331	gc_002511	fc_000079	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0084	0.0155	0.9761	0	0	1	-7.1914	-6.9753	6.4988	Low-quality	8.17	AAI-based (medium-confidence)	61.95	28.92
3300037280.a:Ga0397554_0000451	6277	13	vOTU_002161	gc_002703	fc_000091	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0114	0.0709	0.9177	0	0	1	-6.7253	-4.1199	4.1199	Low-quality	3.84	HMM-based (lower-bound)	48.4	30.01
3300037280.a:Ga0397554_0000471	6167	7	vOTU_036120	gc_007044	fc_001053	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0299	0.0229	0.9473	0	0	1	-9.1202	-8.3705	8.2758	Low-quality	13.02	AAI-based (medium-confidence)	51.68	68.06
3300037280.a:Ga0397554_0000475	6147	8	vOTU_036083	gc_001837	fc_000046	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.007	0.0136	0.9794	0	0	5	-12.297	-12.8775	10.9145	Low-quality	36.05	AAI-based (medium-confidence)	39.12	76.13
3300037280.a:Ga0397554_0000485	6105	10	vOTU_035330	gc_001452	fc_000029	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.01	0.0256	0.9645	0	0	1	-5.1548	-5.1548	5.1548	Low-quality	17.14	AAI-based (high-confidence)	54.18	67.12
3300037280.a:Ga0397554_0000531	5894	6	vOTU_036067	gc_016672	fc_000104	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.007	0.0111	0.9819	0	0	2	-9.813	-8.1139	7.5987	Low-quality	9.4	AAI-based (high-confidence)	55.64	79.22
3300037280.a:Ga0397554_0000593	5622	10	vOTU_036079	gc_007042	fc_000480	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0066	0.0109	0.9825	0	0	1	-12.6909	-11.6609	11.6573	Low-quality	6.36	HMM-based (lower-bound)	42.43	43.98
3300037280.a:Ga0397554_0000609	5540	7	vOTU_035703	gc_016693	fc_005869	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0068	0.0118	0.9815	0	0	1	-10.7704	-10.1169	10.0536	Low-quality	13.38	AAI-based (high-confidence)	100.0	100.0
3300037280.a:Ga0397554_0000611	5534	13	vOTU_036121	gc_007067	fc_000715	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0077	0.0128	0.9796	0	0	2	-8.8455	-8.8543	8.1604	Low-quality	10.95	AAI-based (medium-confidence)	51.29	45.21
3300037280.a:Ga0397554_0000630	5484	7	vOTU_035161	gc_002701	fc_000104	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0073	0.0121	0.9806	0	0	3	-9.302	-8.4585	8.0934	Low-quality	11.73	AAI-based (high-confidence)	51.96	91.35
3300037280.a:Ga0397554_0000653	5352	8	vOTU_036122	gc_006180	fc_000079	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0077	0.0144	0.9779	0	0	2	-9.3808	-8.5627	7.8281	Low-quality	8.43	AAI-based (medium-confidence)	61.86	31.57
3300037280.a:Ga0397554_0000710	5164	8	vOTU_002224	gc_016702	fc_001228	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0096	0.026	0.9643	0	0	1	-7.9791	-6.5659	5.9236	Low-quality	12.96	AAI-based (high-confidence)	100.0	94.51
3300037280.a:Ga0397554_0000756	5052	7	vOTU_001885	gc_000001	fc_000001	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0069	0.0111	0.982	0	0	2	-8.5914	-8.5914	8.5914	Low-quality	9.65	AAI-based (high-confidence)	99.22	93.09
