Contig,Study,Viral_Taxonomy,Nucleic_Acid_Type,GTDB_Host,Eukaryotic_or_Prokaryotic_Virus,Length,Circular_Status,Prophage,Prophage_Boundaries,VirSorter_Category,VirFinder_Score,VirFinder_pvalue,Total_Contig_Proteins,CAT_data,No_BUSCO_Hits,BUSCO_Ratio,No_VPF_Hits
Broecker_Sample_ID29-1191-0_NODE_1524_length_8276_cov_8.926043,Broecker_2016,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,8276,NA,No,NA,1,8.17E-01,2.57E-02,12,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:60.5|186802_Clostridiales:60.5|unclassified|unclassified|unclassified,0,0,40
Rampelli_Norman_16_NODE_1916_length_11389_cov_7.895712,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,11389,NA,No,NA,2,7.96E-01,2.90E-02,20,Bacteria:81.6|1239_Firmicutes:81.6|186801_Clostridia:70.2|186802_Clostridiales:70.2|541000_Ruminococcaceae:52.3|216851_Faecalibacterium:52.3|unclassified,1,0.05,27
Rampelli_Norman_16_NODE_213_length_62414_cov_70.974647,Rampelli_2017,Siphoviridae,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,62414,NA,No,NA,1,9.33E-01,9.46E-03,88,Bacteria:93.0|1239_Firmicutes:89.3|186801_Clostridia:70.0|186802_Clostridiales:70.0|unclassified|unclassified|unclassified,0,0,108
Rampelli_Norman_16_NODE_2224_length_9941_cov_3.592353,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,9941,NA,No,NA,NA,9.34E-01,9.34E-03,4,2157_Archaea:78.8|28890_Euryarchaeota:78.8|183925_Methanobacteria:78.8|2158_Methanobacteriales:78.8|2159_Methanobacteriaceae:78.8|2172_Methanobrevibacter:78.8|2173_Methanobrevibacter smithii:78.8,0,0,3
Rampelli_Norman_16_NODE_2376_length_9394_cov_6.492665,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,9394,NA,No,NA,2,7.79E-01,3.21E-02,6,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:54.6|186802_Clostridiales:54.6|unclassified|unclassified|unclassified,0,0,17
Rampelli_Norman_16_NODE_2419_length_9246_cov_4.386683,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,9246,NA,No,NA,2,9.92E-01,1.94E-03,12,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:100.0|186802_Clostridiales:100.0|unclassified|unclassified|unclassified,1,0.083333333,29
Rampelli_Norman_16_NODE_247_length_56918_cov_7.792607,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,56918,NA,No,NA,3,8.46E-01,2.21E-02,65,Bacteria:97.5|1239_Firmicutes:91.5|186801_Clostridia:77.8|186802_Clostridiales:77.8|541000_Ruminococcaceae:59.0|unclassified|unclassified,0,0,33
Rampelli_Norman_16_NODE_261_length_55459_cov_8.177568,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Bacteroidota;f__Bacteroidaceae,Bacteriophage,55459,NA,No,NA,2,2.64E-01,1.82E-01,58,Bacteria:58.3|976_Bacteroidetes:58.3|200643_Bacteroidia:58.3|171549_Bacteroidales:58.3|815_Bacteroidaceae:57.9|816_Bacteroides:57.9|unclassified,0,0,61
Rampelli_Norman_16_NODE_2997_length_7740_cov_3.939753,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Bacteroidota;f__Bacteroidaceae,Bacteriophage,7740,NA,No,NA,2,8.32E-01,2.39E-02,7,Bacteria:97.0|976_Bacteroidetes:76.9|200643_Bacteroidia:76.9|171549_Bacteroidales:76.9|815_Bacteroidaceae:76.9|816_Bacteroides:76.9|unclassified,0,0,3
Rampelli_Norman_16_NODE_3284_length_7199_cov_5.853303,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Lachnospiraceae,Bacteriophage,7199,NA,No,NA,1,1.21E-01,3.03E-01,10,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:90.4|186802_Clostridiales:90.4|unclassified|unclassified|unclassified,0,0,10
Rampelli_Norman_16_NODE_3286_length_7199_cov_3.917553,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,7199,NA,No,NA,2,9.93E-01,1.94E-03,9,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:100.0|186802_Clostridiales:100.0|unclassified|unclassified|unclassified,0,0,8
Rampelli_Norman_16_NODE_3330_length_7097_cov_3.473729,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Lachnospiraceae,Bacteriophage,7097,NA,No,NA,2,9.92E-01,2.06E-03,12,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:100.0|186802_Clostridiales:100.0|186803_Lachnospiraceae:97.5|841_Roseburia:97.5|166486_Roseburia intestinalis:97.5,0,0,21
Rampelli_Norman_16_NODE_334_length_47593_cov_7.618368,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,47593,NA,No,NA,3,8.75E-01,1.72E-02,73,Bacteria:98.0|1239_Firmicutes:82.0|186801_Clostridia:68.9|186802_Clostridiales:68.9|unclassified|unclassified|unclassified,1,0.01369863,68
Rampelli_Norman_16_NODE_3493_length_6807_cov_4.156842,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Bacteroidota;f__Bacteroidaceae,Bacteriophage,6807,NA,No,NA,1,1.83E-01,2.37E-01,8,Bacteria:100.0|976_Bacteroidetes:100.0|200643_Bacteroidia:100.0|171549_Bacteroidales:100.0|815_Bacteroidaceae:100.0|816_Bacteroides:100.0|unclassified,0,0,22
Rampelli_Norman_16_NODE_3739_length_6471_cov_9.200125,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Bacteroidota;f__Bacteroidaceae,Bacteriophage,6471,NA,No,NA,3,8.76E-01,1.70E-02,12,Bacteria:100.0|976_Bacteroidetes:100.0|200643_Bacteroidia:100.0|171549_Bacteroidales:100.0|815_Bacteroidaceae:100.0|816_Bacteroides:100.0|unclassified,0,0,2
Rampelli_Norman_16_NODE_3860_length_6275_cov_4.285370,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,6275,NA,No,NA,2,9.80E-01,3.64E-03,9,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:100.0|186802_Clostridiales:100.0|unclassified|unclassified|unclassified,0,0,8
Rampelli_Norman_16_NODE_3925_length_6185_cov_3.740620,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,6185,NA,No,NA,2,7.18E-01,4.23E-02,7,Bacteria:100.0|976_Bacteroidetes:54.1|200643_Bacteroidia:54.1|171549_Bacteroidales:54.1|unclassified|unclassified|unclassified,0,0,1
Rampelli_Norman_16_NODE_3939_length_6165_cov_8.559738,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Lachnospiraceae,Bacteriophage,6165,NA,No,NA,2,9.78E-01,3.76E-03,11,Bacteria:59.7|1239_Firmicutes:59.7|186801_Clostridia:59.7|186802_Clostridiales:59.7|unclassified|unclassified|unclassified,0,0,5
Rampelli_Norman_16_NODE_4148_length_5937_cov_22.960388,Rampelli_2017,Microviridae,ssDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,5937,Circular,No,NA,1,4.26E-01,1.11E-01,9,Viruses:70.2|NA:70.2|NA:70.2|NA:70.2|10841_Microviridae:70.2|unclassified|unclassified,0,0,6
Rampelli_Norman_16_NODE_4202_length_5880_cov_4.013734,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,5880,NA,No,NA,2,8.97E-01,1.37E-02,11,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:100.0|186802_Clostridiales:100.0|186803_Lachnospiraceae:96.2|841_Roseburia:96.2|166486_Roseburia intestinalis:96.2,0,0,1
Rampelli_Norman_16_NODE_4246_length_5836_cov_4.113475,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,5836,NA,No,NA,2,9.80E-01,3.64E-03,4,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:100.0|186802_Clostridiales:100.0|unclassified|unclassified|unclassified,0,0,3
Rampelli_Norman_16_NODE_4292_length_5796_cov_11.254311,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,5796,NA,No,NA,2,2.43E-01,1.92E-01,5,Bacteria:78.6|unclassified|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,1
Rampelli_Norman_16_NODE_4386_length_5685_cov_3.911901,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Bacteroidota;f__Tannerellaceae,Bacteriophage,5685,NA,No,NA,2,7.15E-01,4.31E-02,8,Bacteria:84.7|unclassified|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,18
Rampelli_Norman_16_NODE_4394_length_5677_cov_5.330309,Rampelli_2017,Microviridae,ssDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,5677,Circular,No,NA,1,7.00E-01,4.61E-02,9,Viruses:100.0|NA:100.0|NA:100.0|NA:100.0|10841_Microviridae:100.0|NA:76.7|1758150_Gokushovirus WZ-2015a:61.8,0,0,5
Rampelli_Norman_16_NODE_450_length_39169_cov_8.343841,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,39169,NA,No,NA,3,7.93E-01,2.96E-02,17,Bacteria:100.0|976_Bacteroidetes:100.0|200643_Bacteroidia:100.0|171549_Bacteroidales:100.0|815_Bacteroidaceae:93.8|816_Bacteroides:93.8|unclassified,0,0,34
Rampelli_Norman_16_NODE_4563_length_5511_cov_4.409641,Rampelli_2017,Siphoviridae,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,5511,NA,No,NA,2,7.70E-01,3.31E-02,4,Bacteria:100.0|1239_Firmicutes:95.6|186801_Clostridia:95.6|186802_Clostridiales:95.6|541000_Ruminococcaceae:83.1|1263_Ruminococcus:83.1|165186_uncultured Ruminococcus sp.:83.1,0,0,2
Rampelli_Norman_16_NODE_4926_length_5161_cov_6.130239,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,5161,NA,No,NA,2,8.47E-01,2.20E-02,9,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:100.0|186802_Clostridiales:100.0|unclassified|unclassified|unclassified,0,0,4
Rampelli_Norman_16_NODE_5063_length_5055_cov_4.016400,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Bacteroidota;f__Bacteroidaceae,Bacteriophage,5055,NA,No,NA,1,1.13E-01,3.15E-01,11,Bacteria:100.0|976_Bacteroidetes:100.0|200643_Bacteroidia:100.0|171549_Bacteroidales:100.0|815_Bacteroidaceae:100.0|816_Bacteroides:100.0|unclassified,0,0,9
Rampelli_Norman_16_NODE_511_length_35214_cov_6.479109,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Lachnospiraceae,Bacteriophage,35214,NA,No,NA,2,3.19E-01,1.54E-01,53,Bacteria:73.2|1239_Firmicutes:73.2|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,61
Rampelli_Norman_16_NODE_749_length_25671_cov_8.470331,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,25671,NA,No,NA,2,7.43E-01,3.76E-02,48,Bacteria:100.0|976_Bacteroidetes:100.0|200643_Bacteroidia:100.0|171549_Bacteroidales:100.0|815_Bacteroidaceae:91.5|816_Bacteroides:91.5|unclassified,0,0,43
Rampelli_Norman_16_NODE_78_length_105053_cov_9.618383,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,105053,NA,No,NA,2,6.31E-01,5.97E-02,104,Bacteria:80.0|unclassified|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,116
Rampelli_Norman_16_NODE_797_length_24478_cov_98.564632,Rampelli_2017,Siphoviridae,dsDNA,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,Bacteriophage,24478,NA,No,NA,1,6.90E-02,3.97E-01,29,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:98.1|186802_Clostridiales:98.1|31979_Clostridiaceae:82.7|1485_Clostridium:82.7|1262831_Clostridium sp. CAG:678:82.7,0,0,77
Rampelli_Norman_16_NODE_842_length_23311_cov_5.017114,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,23311,NA,No,NA,NA,9.07E-01,1.26E-02,31,Bacteria:65.0|1239_Firmicutes:52.4|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,20
Rampelli_Norman_16_NODE_9009_length_3137_cov_24.098313,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,3137,Circular,No,NA,2,7.10E-01,4.40E-02,4,Bacteria:100.0|976_Bacteroidetes:100.0|200643_Bacteroidia:100.0|171549_Bacteroidales:100.0|815_Bacteroidaceae:100.0|816_Bacteroides:100.0|unclassified,0,0,0
Rampelli_Norman_17_NODE_1119_length_15669_cov_6.322211,Rampelli_2017,Myoviridae,dsDNA,Bacteria;p__Firmicutes_A;f__Monoglobaceae,Bacteriophage,15669,NA,No,NA,2,7.38E-01,3.82E-02,19,Bacteria:95.4|1239_Firmicutes:95.4|186801_Clostridia:93.1|186802_Clostridiales:93.1|NA:93.1|NA:93.1|1897042_Clostridiales bacterium 36_14:93.1,0,0,43
Rampelli_Norman_17_NODE_1683_length_11489_cov_4.813101,Rampelli_2017,Siphoviridae,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,11489,NA,No,NA,1,8.97E-02,3.55E-01,14,Bacteria:98.3|1239_Firmicutes:65.7|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,69
Rampelli_Norman_17_NODE_1789_length_10884_cov_4.196879,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Oscillospiraceae,Bacteriophage,10884,NA,No,NA,3,4.50E-02,4.70E-01,15,Bacteria:73.7|1239_Firmicutes:73.7|186801_Clostridia:63.4|186802_Clostridiales:63.4|unclassified|unclassified|unclassified,0,0,3
Rampelli_Norman_17_NODE_1987_length_9828_cov_3.637880,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,9828,NA,No,NA,2,9.37E-01,8.85E-03,16,Bacteria:59.3|1239_Firmicutes:56.8|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,10
Rampelli_Norman_17_NODE_2013_length_9730_cov_7.527959,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Actinobacteriota;f__Bifidobacteriaceae,Bacteriophage,9730,NA,No,NA,2,4.28E-01,1.10E-01,9,unclassified|unclassified|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,4
Rampelli_Norman_17_NODE_2306_length_8556_cov_3.307258,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,8556,NA,No,NA,2,9.20E-01,1.12E-02,13,Bacteria:50.6|1239_Firmicutes:50.6|186801_Clostridia:50.6|186802_Clostridiales:50.6|unclassified|unclassified|unclassified,0,0,16
Rampelli_Norman_17_NODE_2309_length_8553_cov_5.534008,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Lachnospiraceae,Bacteriophage,8553,NA,No,NA,1,1.99E-01,2.25E-01,11,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:100.0|186802_Clostridiales:100.0|186803_Lachnospiraceae:71.7|189330_Dorea:71.7|1235798_Dorea sp. 5-2:71.7,0,0,22
Rampelli_Norman_17_NODE_2464_length_8064_cov_4.323761,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,8064,NA,No,NA,1,1.32E-01,2.88E-01,9,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:83.5|186802_Clostridiales:83.5|541000_Ruminococcaceae:53.9|216851_Faecalibacterium:53.9|unclassified,0,0,17
Rampelli_Norman_17_NODE_2522_length_7897_cov_3.467610,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,7897,NA,No,NA,2,6.44E-01,5.69E-02,7,Viruses:98.1|NA:98.1|NA:98.1|NA:98.1|NA:98.1|NA:98.1|38018_unidentified phage:98.1,0,0,13
Rampelli_Norman_17_NODE_2588_length_7712_cov_3.708110,Rampelli_2017,Siphoviridae,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,7712,NA,No,NA,2,9.59E-01,6.43E-03,8,Viruses:69.6|NA:77.2|NA:77.2|NA:77.2|NA:77.2|NA:77.2|38018_unidentified phage:69.6,1,0.125,4
Rampelli_Norman_17_NODE_2718_length_7370_cov_3.204101,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,7370,NA,No,NA,2,9.28E-01,1.02E-02,12,Bacteria:84.0|1239_Firmicutes:62.7|186801_Clostridia:62.7|186802_Clostridiales:62.7|unclassified|unclassified|unclassified,0,0,11
Rampelli_Norman_17_NODE_2961_length_6770_cov_3.335220,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,6770,NA,No,NA,2,8.46E-01,2.21E-02,12,Viruses:54.7|NA:54.7|NA:54.7|NA:54.7|NA:79.9|NA:71.8|38018_unidentified phage:54.7,0,0,2
Rampelli_Norman_17_NODE_3025_length_6642_cov_4.282526,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,6642,NA,No,NA,2,7.66E-01,3.38E-02,12,Bacteria:100.0|1239_Firmicutes:78.7|186801_Clostridia:78.7|186802_Clostridiales:78.7|541000_Ruminococcaceae:78.7|216851_Faecalibacterium:73.0|1897005_Faecalibacterium sp. CAG:74_58_120:68.3,0,0,23
Rampelli_Norman_17_NODE_3103_length_6501_cov_49.364567,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,6501,Circular,No,NA,NA,7.11E-01,4.40E-02,10,Bacteria:57.3|201174_Actinobacteria:50.6|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,3
Rampelli_Norman_17_NODE_3213_length_6297_cov_156.438321,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,6297,NA,No,NA,2,9.08E-01,1.26E-02,7,Bacteria:100.0|1239_Firmicutes:51.0|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,2
Rampelli_Norman_17_NODE_3222_length_6286_cov_4.090836,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Oscillospiraceae,Bacteriophage,6286,NA,No,NA,3,7.27E-01,4.11E-02,13,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:100.0|186802_Clostridiales:100.0|NA:100.0|1017280_Pseudoflavonifractor:100.0|1965661_Pseudoflavonifractor sp. An85:100.0,0,0,2
Rampelli_Norman_17_NODE_3505_length_5820_cov_3.232784,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,5820,NA,No,NA,2,9.73E-01,4.61E-03,8,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:100.0|186802_Clostridiales:100.0|31979_Clostridiaceae:79.9|1485_Clostridium:79.9|1262831_Clostridium sp. CAG:678:79.9,0,0,5
Rampelli_Norman_17_NODE_3583_length_5720_cov_3.546161,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Lachnospiraceae,Bacteriophage,5720,NA,No,NA,1,9.64E-01,5.70E-03,7,Bacteria:100.0|1239_Firmicutes:87.8|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,7
Rampelli_Norman_17_NODE_3721_length_5517_cov_5.586415,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,5517,NA,No,NA,3,8.75E-01,1.71E-02,15,Bacteria:100.0|1239_Firmicutes:93.7|186801_Clostridia:93.7|186802_Clostridiales:93.7|186803_Lachnospiraceae:66.0|unclassified|unclassified,0,0,6
Rampelli_Norman_17_NODE_3783_length_5437_cov_3.942215,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,5437,NA,No,NA,2,8.50E-01,2.15E-02,12,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:100.0|186802_Clostridiales:100.0|unclassified|unclassified|unclassified,0,0,3
Rampelli_Norman_17_NODE_3939_length_5197_cov_4.515947,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,5197,NA,No,NA,1,5.48E-01,7.75E-02,6,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:51.1|186802_Clostridiales:51.1|541000_Ruminococcaceae:51.1|216851_Faecalibacterium:51.1|1897005_Faecalibacterium sp. CAG:74_58_120:51.1,0,0,13
Rampelli_Norman_17_NODE_4009_length_5110_cov_3.948566,Rampelli_2017,Siphoviridae,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,5110,NA,No,NA,1,2.98E-01,1.63E-01,4,Bacteria:100.0|1239_Firmicutes:100.0|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,13
Rampelli_Norman_17_NODE_870_length_19010_cov_4.814614,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,19010,NA,No,NA,1,2.37E-01,1.96E-01,25,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:93.6|186802_Clostridiales:93.6|186803_Lachnospiraceae:59.4|572511_Blautia:59.4|765821_uncultured Blautia sp.:57.8,0,0,43
Rampelli_Norman_18_NODE_1366_length_10551_cov_4.283251,Rampelli_2017,Myoviridae,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,10551,NA,No,NA,2,8.68E-01,1.82E-02,11,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:77.4|186802_Clostridiales:77.4|541000_Ruminococcaceae:77.4|1263_Ruminococcus:61.8|165186_uncultured Ruminococcus sp.:61.8,0,0,32
Rampelli_Norman_18_NODE_152_length_74797_cov_48.237564,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Ruminococcaceae,Bacteriophage,74797,Circular,No,NA,2,7.80E-01,3.20E-02,83,Bacteria:96.5|1239_Firmicutes:92.5|186801_Clostridia:69.6|186802_Clostridiales:69.6|unclassified|unclassified|unclassified,0,0,39
Rampelli_Norman_18_NODE_1799_length_7895_cov_5.789413,Rampelli_2017,Siphoviridae,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,7895,NA,No,NA,1,6.11E-01,6.49E-02,9,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:100.0|186802_Clostridiales:100.0|NA:100.0|NA:100.0|1897045_Clostridiales bacterium 42_27:100.0,0,0,15
Rampelli_Norman_18_NODE_1853_length_7656_cov_3.813709,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,7656,NA,No,NA,1,6.35E-02,4.10E-01,13,Bacteria:100.0|1239_Firmicutes:59.9|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,16
Rampelli_Norman_18_NODE_1908_length_7431_cov_57.931128,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Firmicutes_C;f__Acidaminococcaceae,Bacteriophage,7431,NA,No,NA,2,6.86E-01,4.86E-02,9,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:72.5|186802_Clostridiales:72.5|unclassified|unclassified|unclassified,0,0,2
Rampelli_Norman_18_NODE_207_length_60392_cov_17.230787,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Ruminococcaceae,Bacteriophage,60392,NA,No,NA,3,7.44E-01,3.75E-02,46,Bacteria:100.0|1239_Firmicutes:98.7|186801_Clostridia:98.7|186802_Clostridiales:98.7|541000_Ruminococcaceae:85.5|1263_Ruminococcus:85.5|unclassified,0,0,11
Rampelli_Norman_18_NODE_2089_length_6765_cov_36.711624,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Ruminococcaceae,Bacteriophage,6765,NA,No,NA,2,1.01E-01,3.33E-01,6,Bacteria:73.7|1239_Firmicutes:73.7|186801_Clostridia:73.7|186802_Clostridiales:73.7|unclassified|unclassified|unclassified,0,0,0
Rampelli_Norman_18_NODE_2235_length_6351_cov_3.388977,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,6351,NA,No,NA,2,9.85E-01,2.79E-03,7,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:100.0|186802_Clostridiales:100.0|unclassified|unclassified|unclassified,0,0,8
Rampelli_Norman_18_NODE_2321_length_6112_cov_3.868252,Rampelli_2017,Siphoviridae,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,6112,NA,No,NA,1,1.45E-01,2.74E-01,8,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:62.6|186802_Clostridiales:62.6|unclassified|unclassified|unclassified,0,0,16
Rampelli_Norman_18_NODE_2395_length_5946_cov_4.432354,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,5946,NA,No,NA,1,1.01E-02,7.23E-01,7,Bacteria:100.0|1239_Firmicutes:86.0|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,6
Rampelli_Norman_18_NODE_2672_length_5372_cov_3.978747,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,5372,NA,No,NA,1,9.31E-01,9.58E-03,9,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:76.0|186802_Clostridiales:76.0|unclassified|unclassified|unclassified,0,0,12
Rampelli_Norman_18_NODE_2765_length_5175_cov_3.282812,Rampelli_2017,Siphoviridae,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,5175,NA,No,NA,2,5.02E-02,4.52E-01,5,Bacteria:70.0|unclassified|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,2
Rampelli_Norman_18_NODE_287_length_46954_cov_7.198448,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,46954,NA,No,NA,2,8.57E-01,2.01E-02,64,Bacteria:96.8|1239_Firmicutes:96.8|186801_Clostridia:94.2|186802_Clostridiales:94.2|unclassified|unclassified|unclassified,2,0.03125,80
Rampelli_Norman_18_NODE_31_length_160011_cov_11.348496,Rampelli_2017,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Lachnospiraceae,Bacteriophage,160011,NA,No,NA,2,7.83E-01,3.12E-02,244,Bacteria:98.4|1239_Firmicutes:96.7|186801_Clostridia:86.4|186802_Clostridiales:86.4|unclassified|unclassified|unclassified,5,0.020491803,183
Rampelli_Norman_18_NODE_512_length_28782_cov_6.349984,Rampelli_2017,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,28782,NA,No,NA,2,8.11E-01,2.68E-02,34,Bacteria:99.5|1239_Firmicutes:88.7|186801_Clostridia:88.7|186802_Clostridiales:88.7|unclassified|unclassified|unclassified,1,0.029411765,12
