"","Accession","total.ParS.hits","pos.ParS.hit"
"5842","UHGV-1361466",0,0
"5843","UHGV-1361482",0,0
"5844","UHGV-1361507",0,0
"5845","UHGV-1361523",0,0
"5846","UHGV-1361538",0,0
"5847","UHGV-1361540",0,0
"5848","UHGV-1361614",0,0
"5849","UHGV-1361668",0,0
"5850","UHGV-1361683",0,0
"5851","UHGV-1361695",0,0
"5852","UHGV-1361712",0,0
"5853","UHGV-1361721",0,0
"5854","UHGV-1361724",0,0
"5855","UHGV-1361740",0,0
"5856","UHGV-1361741",0,0
"5857","UHGV-1361780",0,0
"5858","UHGV-1361812",0,0
"5859","UHGV-1361893",0,0
"5860","UHGV-1361902",0,0
"5861","UHGV-1361919",0,0
"5862","UHGV-1362004",0,0
"5863","UHGV-1362028",0,0
"5864","UHGV-1362061",0,0
"5865","UHGV-1362064",0,0
"5866","UHGV-1362067",0,0
"5867","UHGV-1362069",0,0
"5868","UHGV-1362076",0,0
"5869","UHGV-1362101",0,0
"5870","UHGV-1362105",0,0
"5871","UHGV-1362116",0,0
"5872","UHGV-1362153",0,0
"5873","UHGV-1362182",0,0
"5874","UHGV-1362191",0,0
"5875","UHGV-1362379",0,0
"5876","UHGV-1362410",0,0
"5877","UHGV-1362423",0,0
"5878","UHGV-1362444",0,0
"5879","UHGV-1362461",0,0
"5880","UHGV-1362473",0,0
"5881","UHGV-1362492",0,0
"5882","UHGV-1362529",0,0
"5883","UHGV-1362569",0,0
"5884","UHGV-1362575",0,0
"5885","UHGV-1362611",0,0
"5886","UHGV-1362612",0,0
"5887","UHGV-1362663",0,0
"5888","UHGV-1362672",0,0
"5889","UHGV-1362674",0,0
"5890","UHGV-1362702",0,0
"5891","UHGV-1362706",0,0
"5892","UHGV-1362718",0,0
"5893","UHGV-1362764",0,0
"5894","UHGV-1362781",0,0
"5895","UHGV-1362784",0,0
"5896","UHGV-1362797",0,0
"5897","UHGV-1362827",0,0
"5898","UHGV-1362875",0,0
"5899","UHGV-1362876",0,0
"5900","UHGV-1362932",0,0
"5901","UHGV-1362981",0,0
"5902","UHGV-1362989",0,0
"5903","UHGV-1363012",0,0
"5904","UHGV-1363021",0,0
"5905","UHGV-1363037",0,0
"5906","UHGV-1363052",0,0
"5907","UHGV-1363055",0,0
"5908","UHGV-1363120",0,0
"5909","UHGV-1363184",0,0
"5910","UHGV-1363202",0,0
"5911","UHGV-1363213",0,0
"5912","UHGV-1363238",0,0
"5913","UHGV-1363260",0,0
"5914","UHGV-1363261",0,0
"5915","UHGV-1363279",0,0
"5916","UHGV-1363305",0,0
"5917","UHGV-1363348",0,0
"5918","UHGV-1363364",0,0
"5919","UHGV-1363372",0,0
"5920","UHGV-1363392",1,1
"5921","UHGV-1363404",0,0
"5922","UHGV-1363405",0,0
"5923","UHGV-1363415",0,0
"5924","UHGV-1363495",0,0
"5925","UHGV-1363536",0,0
"5926","UHGV-1363556",0,0
"5927","UHGV-1363571",0,0
"5928","UHGV-1363617",0,0
"5929","UHGV-1363623",0,0
"5930","UHGV-1363662",0,0
"5931","UHGV-1363679",0,0
"5932","UHGV-1363702",0,0
"5933","UHGV-1363734",0,0
"5934","UHGV-1363742",0,0
"5935","UHGV-1363795",0,0
"5936","UHGV-1363801",0,0
"5937","UHGV-1363814",0,0
"5938","UHGV-1363906",1,1
"5939","UHGV-1363975",0,0
"5940","UHGV-1363977",0,0
"5941","UHGV-1363984",0,0
"5942","UHGV-1364071",0,0
"5943","UHGV-1364112",0,0
"5944","UHGV-1364181",0,0
"5945","UHGV-1364248",0,0
"5946","UHGV-1364295",0,0
"5947","UHGV-1364326",0,0
"5948","UHGV-1364351",1,1
"5949","UHGV-1364355",0,0
"5950","UHGV-1364384",1,1
"5951","UHGV-1364399",1,1
"5952","UHGV-1364410",0,0
"5953","UHGV-1364411",0,0
"5954","UHGV-1364462",0,0
"5955","UHGV-1364537",0,0
"5956","UHGV-1364577",0,0
"5957","UHGV-1364583",0,0
"5958","UHGV-1364588",0,0
"5959","UHGV-1364610",0,0
"5960","UHGV-1364616",0,0
"5961","UHGV-1364634",0,0
"5962","UHGV-1364655",0,0
"5963","UHGV-1364664",0,0
"5964","UHGV-1364706",0,0
"5965","UHGV-1364730",0,0
"5966","UHGV-1364752",0,0
"5967","UHGV-1364759",0,0
"5968","UHGV-1364765",0,0
"5969","UHGV-1364842",0,0
"5970","UHGV-1364877",0,0
"5971","UHGV-1364899",0,0
"5972","UHGV-1364923",0,0
"5973","UHGV-1364929",0,0
"5974","UHGV-1364994",0,0
"5975","UHGV-1365006",0,0
"5976","UHGV-1365007",0,0
"5977","UHGV-1365052",0,0
"5978","UHGV-1365090",0,0
"5979","UHGV-1365091",0,0
"5980","UHGV-1365099",0,0
"5981","UHGV-1365101",0,0
"5982","UHGV-1365168",0,0
"5983","UHGV-1365256",0,0
"5984","UHGV-1365259",1,1
"5985","UHGV-1365288",0,0
"5986","UHGV-1365306",0,0
"5987","UHGV-1365320",0,0
"5988","UHGV-1365399",0,0
"5989","UHGV-1365406",0,0
"5990","UHGV-1365407",0,0
"5991","UHGV-1365430",0,0
"5992","UHGV-1365432",0,0
"5993","UHGV-1365448",0,0
"5994","UHGV-1365488",0,0
"5995","UHGV-1365490",0,0
"5996","UHGV-1365536",0,0
"5997","UHGV-1365537",0,0
"5998","UHGV-1365542",0,0
"5999","UHGV-1365550",0,0
"6000","UHGV-1365629",0,0
"6001","UHGV-1365639",0,0
"6002","UHGV-1365677",0,0
"6003","UHGV-1365694",0,0
"6004","UHGV-1365740",0,0
"6005","UHGV-1365779",0,0
"6006","UHGV-1365782",0,0
"6007","UHGV-1365843",0,0
"6008","UHGV-1365895",1,1
"6009","UHGV-1365945",0,0
"6010","UHGV-1365983",0,0
"6011","UHGV-1366023",0,0
"6012","UHGV-1366053",0,0
"6013","UHGV-1366055",0,0
"6014","UHGV-1366105",0,0
"6015","UHGV-1366119",0,0
"6016","UHGV-1366214",0,0
"6017","UHGV-1366224",0,0
"6018","UHGV-1366277",0,0
"6019","UHGV-1366354",0,0
"6020","UHGV-1366405",1,1
"6021","UHGV-1366410",0,0
"6022","UHGV-1366451",0,0
"6023","UHGV-1366484",0,0
"6024","UHGV-1366587",0,0
"6025","UHGV-1366606",0,0
"6026","UHGV-1366647",0,0
"6027","UHGV-1366660",0,0
"6028","UHGV-1366664",0,0
"6029","UHGV-1366778",0,0
"6030","UHGV-1366793",0,0
"6031","UHGV-1366799",0,0
"6032","UHGV-1366952",0,0
"6033","UHGV-1366970",0,0
"6034","UHGV-1366996",0,0
"6035","UHGV-1367042",0,0
"6036","UHGV-1367227",0,0
"6037","UHGV-1367385",0,0
"6038","UHGV-1367432",0,0
"6039","UHGV-1367447",1,1
"6040","UHGV-1367506",0,0
"6041","UHGV-1367556",0,0
"6042","UHGV-1367628",0,0
"6043","UHGV-1367716",0,0
"6044","UHGV-1367719",0,0
"6045","UHGV-1367758",0,0
"6046","UHGV-1367853",0,0
"6047","UHGV-1367854",0,0
"6048","UHGV-1367917",0,0
"6049","UHGV-1367983",0,0
"6050","UHGV-1368067",0,0
"6051","UHGV-1368104",0,0
"6052","UHGV-1368137",0,0
"6053","UHGV-1368168",0,0
"6054","UHGV-1368193",0,0
"6055","UHGV-1368210",0,0
"6056","UHGV-1368271",0,0
"6057","UHGV-1368308",0,0
"6058","UHGV-1368369",0,0
"6059","UHGV-1368379",0,0
"6060","UHGV-1368385",0,0
"6061","UHGV-1368387",0,0
"6062","UHGV-1368434",0,0
"6063","UHGV-1368547",0,0
"6064","UHGV-1368566",0,0
"6065","UHGV-1368585",0,0
"6066","UHGV-1368656",0,0
"6067","UHGV-1368736",0,0
"6068","UHGV-1368848",0,0
"6069","UHGV-1368870",0,0
"6070","UHGV-1368876",0,0
"6071","UHGV-1368926",0,0
"6072","UHGV-1369141",0,0
"6073","UHGV-1369303",0,0
"6074","UHGV-1369327",0,0
"6075","UHGV-1369377",0,0
"6076","UHGV-1369477",0,0
"6077","UHGV-1369479",0,0
"6078","UHGV-1369491",0,0
"6079","UHGV-1369638",0,0
"6080","UHGV-1369770",0,0
"6081","UHGV-1369831",0,0
"6082","UHGV-1369993",0,0
"6083","UHGV-1369997",0,0
"6084","UHGV-1370040",0,0
"6085","UHGV-1370055",0,0
"6086","UHGV-1370075",0,0
"6087","UHGV-1370095",0,0
"6088","UHGV-1370147",0,0
"6089","UHGV-1370292",0,0
"6090","UHGV-1370298",0,0
"6091","UHGV-1370300",0,0
"6092","UHGV-1370401",0,0
"6093","UHGV-1370406",0,0
"6094","UHGV-1370428",0,0
"6095","UHGV-1370484",0,0
"6096","UHGV-1370519",0,0
"6097","UHGV-1370548",0,0
"6098","UHGV-1370555",0,0
"6099","UHGV-1370598",0,0
"6100","UHGV-1370626",0,0
"6101","UHGV-1370637",0,0
"6102","UHGV-1370666",0,0
"6103","UHGV-1370704",0,0
"6104","UHGV-1370708",0,0
"6105","UHGV-1370738",0,0
"6106","UHGV-1370788",0,0
"6107","UHGV-1370881",0,0
"6108","UHGV-1370911",0,0
"6109","UHGV-1370927",0,0
"6110","UHGV-1370936",0,0
"6111","UHGV-1370956",0,0
"6112","UHGV-1371045",0,0
"6113","UHGV-1371070",0,0
"6114","UHGV-1371096",0,0
"6115","UHGV-1371107",0,0
"6116","UHGV-1371151",0,0
"6117","UHGV-1371154",0,0
"6118","UHGV-1371167",0,0
"6119","UHGV-1371190",0,0
"6120","UHGV-1371222",0,0
"6121","UHGV-1371223",0,0
"6122","UHGV-1371255",0,0
"6123","UHGV-1371276",0,0
"6124","UHGV-1371280",0,0
"6125","UHGV-1371285",0,0
"6126","UHGV-1371288",0,0
"6127","UHGV-1371303",0,0
"6128","UHGV-1371329",0,0
"6129","UHGV-1371335",0,0
"6130","UHGV-1371341",0,0
"6131","UHGV-1371581",0,0
"6132","UHGV-1371590",0,0
"6133","UHGV-1371642",0,0
"6134","UHGV-1371683",0,0
"6135","UHGV-1371685",0,0
"6136","UHGV-1371686",0,0
"6137","UHGV-1371781",0,0
"6138","UHGV-1371793",0,0
"6139","UHGV-1371852",0,0
"6140","UHGV-1371854",0,0
"6141","UHGV-1371860",0,0
"6142","UHGV-1371864",0,0
"6143","UHGV-1371880",0,0
"6144","UHGV-1371887",0,0
"6145","UHGV-1371893",0,0
"6146","UHGV-1371900",0,0
"6147","UHGV-1371973",0,0
"6148","UHGV-1372007",0,0
"6149","UHGV-1372034",0,0
"6150","UHGV-1372035",0,0
"6151","UHGV-1372036",0,0
"6152","UHGV-1372037",0,0
"6153","UHGV-1372038",0,0
"6154","UHGV-1372081",0,0
"6155","UHGV-1372123",0,0
"6156","UHGV-1372183",0,0
"6157","UHGV-1372186",0,0
"6158","UHGV-1372311",0,0
"6159","UHGV-1372313",0,0
"6160","UHGV-1372360",0,0
"6161","UHGV-1372362",0,0
"6162","UHGV-1372375",0,0
"6163","UHGV-1372396",0,0
"6164","UHGV-1372399",0,0
"6165","UHGV-1372404",0,0
"6166","UHGV-1372415",0,0
"6167","UHGV-1372441",0,0
"6168","UHGV-1372471",0,0
"6169","UHGV-1372488",0,0
"6170","UHGV-1372534",0,0
"6171","UHGV-1372541",0,0
"6172","UHGV-1372593",0,0
"6173","UHGV-1372623",0,0
"6174","UHGV-1372641",0,0
"6175","UHGV-1372709",0,0
"6176","UHGV-1372751",0,0
"6177","UHGV-1372842",0,0
"6178","UHGV-1372847",0,0
"6179","UHGV-1372850",0,0
"6180","UHGV-1372865",0,0
"6181","UHGV-1372890",0,0
"6182","UHGV-1372891",0,0
"6183","UHGV-1372893",0,0
"6184","UHGV-1372901",0,0
"6185","UHGV-1372948",0,0
"6186","UHGV-1372952",0,0
"6187","UHGV-1373009",0,0
"6188","UHGV-1373072",0,0
"6189","UHGV-1373098",0,0
"6190","UHGV-1373128",0,0
"6191","UHGV-1373133",0,0
"6192","UHGV-1373146",0,0
"6193","UHGV-1373178",0,0
"6194","UHGV-1373181",0,0
"6195","UHGV-1373192",0,0
"6196","UHGV-1373232",0,0
"6197","UHGV-1373273",0,0
"6198","UHGV-1373295",0,0
"6199","UHGV-1373313",0,0
"6200","UHGV-1373324",0,0
"6201","UHGV-1373346",0,0
"6202","UHGV-1373369",0,0
"6203","UHGV-1373441",0,0
"6204","UHGV-1373453",0,0
"6205","UHGV-1373485",0,0
"6206","UHGV-1373495",0,0
"6207","UHGV-1373497",0,0
"6208","UHGV-1373502",0,0
"6209","UHGV-1373542",0,0
"6210","UHGV-1373602",0,0
"6211","UHGV-1373603",0,0
"6212","UHGV-1373656",0,0
"6213","UHGV-1373731",0,0
"6214","UHGV-1373737",0,0
"6215","UHGV-1373753",0,0
"6216","UHGV-1373784",0,0
"6217","UHGV-1373793",0,0
"6218","UHGV-1373818",0,0
"6219","UHGV-1373833",0,0
"6220","UHGV-1373842",0,0
"6221","UHGV-1373844",0,0
"6222","UHGV-1373854",0,0
"6223","UHGV-1373861",0,0
"6224","UHGV-1373868",0,0
"6225","UHGV-1373989",0,0
"6226","UHGV-1373997",0,0
"6227","UHGV-1374018",0,0
"6228","UHGV-1374062",0,0
"6229","UHGV-1374067",0,0
"6230","UHGV-1374109",0,0
"6231","UHGV-1374117",0,0
"6232","UHGV-1374150",0,0
"6233","UHGV-1374189",0,0
"6234","UHGV-1374208",0,0
"6235","UHGV-1374254",0,0
"6236","UHGV-1374267",0,0
"6237","UHGV-1374303",0,0
"6238","UHGV-1374330",0,0
"6239","UHGV-1374384",0,0
"6240","UHGV-1374399",0,0
"6241","UHGV-1374404",0,0
"6242","UHGV-1374405",0,0
"6243","UHGV-1374421",0,0
"6244","UHGV-1374559",0,0
"6245","UHGV-1374565",0,0
"6246","UHGV-1374586",0,0
"6247","UHGV-1374601",0,0
"6248","UHGV-1374611",1,1
"6249","UHGV-1374669",0,0
"6250","UHGV-1374681",0,0
"6251","UHGV-1374708",0,0
"6252","UHGV-1374715",0,0
"6253","UHGV-1374737",1,1
"6254","UHGV-1374751",0,0
"6255","UHGV-1374770",0,0
"6256","UHGV-1374778",0,0
"6257","UHGV-1374792",0,0
"6258","UHGV-1374861",0,0
"6259","UHGV-1374863",0,0
"6260","UHGV-1374865",0,0
"6261","UHGV-1374875",0,0
"6262","UHGV-1374932",0,0
"6263","UHGV-1374951",0,0
"6264","UHGV-1374967",0,0
"6265","UHGV-1374986",0,0
"6266","UHGV-1375026",0,0
"6267","UHGV-1375036",0,0
"6268","UHGV-1375082",0,0
"6269","UHGV-1375083",0,0
"6270","UHGV-1375087",0,0
"6271","UHGV-1375095",0,0
"6272","UHGV-1375102",0,0
"6273","UHGV-1375142",0,0
"6274","UHGV-1375157",0,0
"6275","UHGV-1375182",0,0
"6276","UHGV-1375196",0,0
"6277","UHGV-1375208",0,0
"6278","UHGV-1375209",0,0
"6279","UHGV-1375220",0,0
"6280","UHGV-1375233",0,0
"6281","UHGV-1375278",0,0
"6282","UHGV-1375359",0,0
"6283","UHGV-1375410",1,1
"6284","UHGV-1375414",0,0
"6285","UHGV-1375434",0,0
"6286","UHGV-1375438",0,0
"6287","UHGV-1375441",0,0
"6288","UHGV-1375454",0,0
"6289","UHGV-1375480",0,0
"6290","UHGV-1375487",0,0
"6291","UHGV-1375500",0,0
"6292","UHGV-1375533",0,0
"6293","UHGV-1375620",0,0
"6294","UHGV-1375634",0,0
"6295","UHGV-1375635",0,0
"6296","UHGV-1375652",0,0
"6297","UHGV-1375659",0,0
"6298","UHGV-1375682",0,0
"6299","UHGV-1375777",0,0
"6300","UHGV-1375779",0,0
"6301","UHGV-1375893",0,0
"6302","UHGV-1375933",0,0
"6303","UHGV-1375940",0,0
"6304","UHGV-1375984",0,0
"6305","UHGV-1375990",0,0
"6306","UHGV-1375992",0,0
"6307","UHGV-1376016",0,0
"6308","UHGV-1376044",0,0
"6309","UHGV-1376049",0,0
"6310","UHGV-1376062",0,0
"6311","UHGV-1376159",0,0
"6312","UHGV-1376160",0,0
"6313","UHGV-1376198",0,0
"6314","UHGV-1376230",0,0
"6315","UHGV-1376231",0,0
"6316","UHGV-1376243",0,0
"6317","UHGV-1376256",0,0
"6318","UHGV-1376339",0,0
"6319","UHGV-1376358",0,0
"6320","UHGV-1376365",0,0
"6321","UHGV-1376370",0,0
"6322","UHGV-1376373",0,0
"6323","UHGV-1376430",0,0
"6324","UHGV-1376449",0,0
"6325","UHGV-1376459",0,0
"6326","UHGV-1376495",0,0
"6327","UHGV-1376563",0,0
"6328","UHGV-1376579",0,0
"6329","UHGV-1376620",0,0
"6330","UHGV-1376646",0,0
"6331","UHGV-1376686",0,0
"6332","UHGV-1376705",0,0
"6333","UHGV-1376790",0,0
"6334","UHGV-1376796",0,0
"6335","UHGV-1376818",0,0
"6336","UHGV-1376820",0,0
"6337","UHGV-1376823",0,0
"6338","UHGV-1376854",0,0
"6339","UHGV-1376864",0,0
"6340","UHGV-1376878",0,0
"6341","UHGV-1377049",1,1
"6342","UHGV-1377050",0,0
"6343","UHGV-1377266",0,0
"6344","UHGV-1377267",0,0
"6345","UHGV-1377380",0,0
"6346","UHGV-1377439",0,0
"6347","UHGV-1377570",0,0
"6348","UHGV-1377745",0,0
"6349","UHGV-1377817",0,0
"6350","UHGV-1377829",0,0
"6351","UHGV-1377830",0,0
"6352","UHGV-1378071",0,0
"6353","UHGV-1378151",0,0
"6354","UHGV-1378172",0,0
"6355","UHGV-1378269",0,0
"6356","UHGV-1378284",0,0
"6357","UHGV-1378409",0,0
"6358","UHGV-1378555",0,0
"6359","UHGV-1378652",0,0
"6360","UHGV-1378837",0,0
"6361","UHGV-1378915",0,0
"6362","UHGV-1378917",0,0
"6363","UHGV-1378924",0,0
"6364","UHGV-1379121",0,0
"6365","UHGV-1379139",0,0
"6366","UHGV-1379141",0,0
"6367","UHGV-1379437",0,0
"6368","UHGV-1379447",0,0
"6369","UHGV-1379488",0,0
"6370","UHGV-1379492",0,0
"6371","UHGV-1379543",0,0
"6372","UHGV-1379548",0,0
"6373","UHGV-1379637",0,0
"6374","UHGV-1379802",0,0
"6375","UHGV-1379891",0,0
"6376","UHGV-1379965",0,0
"6377","UHGV-1379966",0,0
"6378","UHGV-1380202",0,0
"6379","UHGV-1380341",0,0
"6380","UHGV-1380860",0,0
"6381","UHGV-1381004",0,0
"6382","UHGV-1381044",0,0
"6383","UHGV-1381047",0,0
"6384","UHGV-1381169",0,0
"6385","UHGV-1381181",0,0
"6386","UHGV-1381305",0,0
"6387","UHGV-1381319",0,0
"6388","UHGV-1381480",0,0
"6389","UHGV-1381614",0,0
"6390","UHGV-1381617",0,0
"6391","UHGV-1381878",0,0
"6392","UHGV-1381891",0,0
"6393","UHGV-1381944",0,0
"6394","UHGV-1381998",0,0
"6395","UHGV-1382018",0,0
"6396","UHGV-1382039",0,0
"6397","UHGV-1382461",0,0
"6398","UHGV-1382539",0,0
"6399","UHGV-1382682",0,0
"6400","UHGV-1382728",0,0
"6401","UHGV-1382772",0,0
"6402","UHGV-1382792",1,1
"6403","UHGV-1382826",0,0
"6404","UHGV-1383125",0,0
"6405","UHGV-1383213",0,0
"6406","UHGV-1383307",0,0
"6407","UHGV-1383362",0,0
"6408","UHGV-1383368",0,0
"6409","UHGV-1383423",0,0
"6410","UHGV-1383424",0,0
"6411","UHGV-1383622",0,0
"6412","UHGV-1383632",0,0
"6413","UHGV-1383641",0,0
"6414","UHGV-1383711",0,0
"6415","UHGV-1383850",0,0
"6416","UHGV-1384054",0,0
"6417","UHGV-1384176",0,0
"6418","UHGV-1384344",0,0
"6419","UHGV-1384661",0,0
"6420","UHGV-1384770",0,0
"6421","UHGV-1384904",0,0
"6422","UHGV-1384955",0,0
"6423","UHGV-1385065",0,0
"6424","UHGV-1385075",0,0
"6425","UHGV-1385223",0,0
"6426","UHGV-1385283",0,0
"6427","UHGV-1385390",0,0
"6428","UHGV-1385444",0,0
"6429","UHGV-1386152",0,0
"6430","UHGV-1386413",0,0
"6431","UHGV-1386452",0,0
"6432","UHGV-1386885",0,0
"6433","UHGV-1387059",0,0
"6434","UHGV-1387254",0,0
"6435","UHGV-1387355",0,0
"6436","UHGV-1387373",0,0
"6437","UHGV-1387471",0,0
"6438","UHGV-1387550",0,0
"6439","UHGV-1387558",0,0
"6440","UHGV-1388260",0,0
"6441","UHGV-1388639",0,0
"6442","UHGV-1388910",0,0
"6443","UHGV-1389001",0,0
"6444","UHGV-1389051",1,1
"6445","UHGV-1389299",0,0
"6446","UHGV-1389624",0,0
"6447","UHGV-1389806",0,0
"6448","UHGV-1390164",0,0
"6449","UHGV-1390454",0,0
"6450","UHGV-1390588",0,0
"6451","UHGV-1390594",0,0
"6452","UHGV-1390641",0,0
"6453","UHGV-1390661",0,0
"6454","UHGV-1390876",0,0
"6455","UHGV-1390941",1,1
"6456","UHGV-1390983",1,1
"6457","UHGV-1391022",0,0
"6458","UHGV-1391696",0,0
"6459","UHGV-1392100",0,0
"6460","UHGV-1392205",0,0
"6461","UHGV-1392433",0,0
"6462","UHGV-1392677",0,0
"6463","UHGV-1392917",0,0
"6464","UHGV-1393046",0,0
"6465","UHGV-1393263",0,0
"6466","UHGV-1393646",0,0
"6467","UHGV-1393682",0,0
"6468","UHGV-1393923",0,0
"6469","UHGV-1394611",0,0
"6470","UHGV-1394772",0,0
"6471","UHGV-1394798",0,0
"6472","UHGV-1394875",0,0
"6473","UHGV-1395020",0,0
"6474","UHGV-1395167",0,0
"6475","UHGV-1395648",0,0
"6476","UHGV-1395966",0,0
"6477","UHGV-1396011",0,0
"6478","UHGV-1396650",0,0
"6479","UHGV-1396742",4,1
"6480","UHGV-1397000",0,0
"6481","UHGV-1397088",0,0
"6482","UHGV-1397196",0,0
"6483","UHGV-1397431",0,0
"6484","UHGV-1397524",0,0
"6485","UHGV-1398586",0,0
"6486","UHGV-1398724",0,0
"6487","UHGV-1398809",0,0
"6488","UHGV-1398916",0,0
"6489","UHGV-1398991",0,0
"6490","UHGV-1399096",0,0
"6491","UHGV-1399371",0,0
"6492","UHGV-1399796",0,0
"6493","UHGV-1400049",0,0
"6494","UHGV-1400051",0,0
"6495","UHGV-1400255",0,0
"6496","UHGV-1400331",0,0
"6497","UHGV-1400768",0,0
"6498","UHGV-1400900",0,0
"6499","UHGV-1400928",0,0
"6500","UHGV-1401750",0,0
"6501","UHGV-1402583",0,0
"6502","UHGV-1403917",0,0
"6503","UHGV-1404088",0,0
"6504","UHGV-1406041",0,0
"6505","UHGV-1406480",0,0
"6506","UHGV-1406844",0,0
"6507","UHGV-1406988",0,0
"6508","UHGV-1407027",0,0
"6509","UHGV-1407546",0,0
"6510","UHGV-1409051",0,0
"6511","UHGV-1409174",0,0
"6512","UHGV-1409787",0,0
"6513","UHGV-1409811",0,0
"6514","UHGV-1410080",0,0
"6515","UHGV-1410761",0,0
"6516","UHGV-1410879",0,0
"6517","UHGV-1411162",0,0
"6518","UHGV-1411166",0,0
"6519","UHGV-1411488",0,0
"6520","UHGV-1411505",0,0
"6521","UHGV-1411680",0,0
"6522","UHGV-1412072",0,0
"6523","UHGV-1412526",0,0
"6524","UHGV-1413001",0,0
"6525","UHGV-1413359",0,0
"6526","UHGV-1413494",0,0
"6527","UHGV-1413559",0,0
"6528","UHGV-1414127",0,0
"6529","UHGV-1414270",0,0
"6530","UHGV-1414305",0,0
"6531","UHGV-1414530",0,0
"6532","UHGV-1414968",3,1
"6533","UHGV-1415049",0,0
"6534","UHGV-1415384",0,0
"6535","UHGV-1415499",0,0
"6536","UHGV-1416291",0,0
"6537","UHGV-1416790",0,0
"6538","UHGV-1417441",0,0
"6539","UHGV-1417505",0,0
"6540","UHGV-1417682",0,0
"6541","UHGV-1418419",0,0
"6542","UHGV-1418610",0,0
"6543","UHGV-1418789",0,0
"6544","UHGV-1418936",0,0
"6545","UHGV-1419177",0,0
"6546","UHGV-1419184",0,0
"6547","UHGV-1419348",0,0
"6548","UHGV-1420115",0,0
"6549","UHGV-1420825",0,0
"6550","UHGV-1421449",0,0
"6551","UHGV-1421650",0,0
"6552","UHGV-1421655",0,0
"6553","UHGV-1421939",0,0
"6554","UHGV-1422340",0,0
"6555","UHGV-1422450",0,0
"6556","UHGV-1422725",0,0
"6557","UHGV-1422883",0,0
"6558","UHGV-1423835",0,0
"6559","UHGV-1424049",0,0
"6560","UHGV-1426007",0,0
"6561","UHGV-1426149",0,0
"6562","UHGV-1426180",0,0
"6563","UHGV-1426185",0,0
"6564","UHGV-1426187",0,0
"6565","UHGV-1426238",0,0
"6566","UHGV-1426324",0,0
"6567","UHGV-1426889",0,0
"6568","UHGV-1427297",0,0
"6569","UHGV-1428049",0,0
"6570","UHGV-1428211",0,0
"6571","UHGV-1428719",0,0
"6572","UHGV-1428826",0,0
"6573","UHGV-1428852",0,0
"6574","UHGV-1428877",0,0
"6575","UHGV-1428985",0,0
"6576","UHGV-1429065",0,0
"6577","UHGV-1429284",0,0
"6578","UHGV-1429302",0,0
"6579","UHGV-1429458",0,0
"6580","UHGV-1429483",0,0
"6581","UHGV-1429486",0,0
"6582","UHGV-1429529",0,0
"6583","UHGV-1429857",0,0
"6584","UHGV-1429861",0,0
"6585","UHGV-1430186",0,0
"6586","UHGV-1430280",0,0
"6587","UHGV-1430400",0,0
"6588","UHGV-1430464",0,0
"6589","UHGV-1430485",0,0
"6590","UHGV-1430563",0,0
"6591","UHGV-1430902",0,0
"6592","UHGV-1430943",0,0
"6593","UHGV-1430983",0,0
"6594","UHGV-1431202",0,0
"6595","UHGV-1431698",0,0
"6596","UHGV-1431750",0,0
"6597","UHGV-1431847",0,0
"6598","UHGV-1431943",0,0
"6599","UHGV-1432080",0,0
"6600","UHGV-1432126",0,0
"6601","UHGV-1432190",0,0
"6602","UHGV-1432210",0,0
"6603","UHGV-1432288",0,0
"6604","UHGV-1432683",0,0
"6605","UHGV-1432765",0,0
"6606","UHGV-1432766",0,0
"6607","UHGV-1432770",0,0
"6608","UHGV-1432855",0,0
"6609","UHGV-1432945",0,0
"6610","UHGV-1433128",0,0
"6611","UHGV-1433275",0,0
"6612","UHGV-1433631",0,0
"6613","UHGV-1433666",0,0
"6614","UHGV-1434109",0,0
"6615","UHGV-1434152",0,0
"6616","UHGV-1434437",0,0
"6617","UHGV-1434557",0,0
"6618","UHGV-1434896",0,0
"6619","UHGV-1434972",0,0
"6620","UHGV-1435679",0,0
"6621","UHGV-1435764",0,0
"6622","UHGV-1435781",0,0
"6623","UHGV-1435999",0,0
"6624","UHGV-1436515",0,0
"6625","UHGV-1436624",0,0
"6626","UHGV-1436650",0,0
"6627","UHGV-1436687",0,0
"6628","UHGV-1436693",0,0
"6629","UHGV-1436711",0,0
"6630","UHGV-1436817",0,0
"6631","UHGV-1436820",0,0
"6632","UHGV-1436846",0,0
"6633","UHGV-1437009",0,0
"6634","UHGV-1437036",0,0
"6635","UHGV-1438062",0,0
"6636","UHGV-1438247",0,0
"6637","UHGV-1438373",0,0
"6638","UHGV-1438407",0,0
"6639","UHGV-1438466",2,1
"6640","UHGV-1438730",0,0
"6641","UHGV-1438798",0,0
"6642","UHGV-1439303",0,0
"6643","UHGV-1439769",0,0
"6644","UHGV-1440276",0,0
"6645","UHGV-1440291",0,0
"6646","UHGV-1440407",0,0
"6647","UHGV-1440470",0,0
"6648","UHGV-1440769",0,0
"6649","UHGV-1441348",0,0
"6650","UHGV-1441391",0,0
"6651","UHGV-1441513",0,0
"6652","UHGV-1441644",0,0
"6653","UHGV-1441914",0,0
"6654","UHGV-1442202",0,0
"6655","UHGV-1442287",0,0
"6656","UHGV-1442366",0,0
"6657","UHGV-1442935",0,0
"6658","UHGV-1443181",0,0
"6659","UHGV-1443389",0,0
"6660","UHGV-1443701",0,0
"6661","UHGV-1443775",0,0
"6662","UHGV-1444040",0,0
"6663","UHGV-1444263",0,0
