"","Accession","Host","Description","Classification","Genome.Length..bp.","Jumbophage","molGC....","Molecule","Modification.Date","Number.CDS","Positive.Strand....","Negative.Strand....","Coding.Capacity...","Low.Coding.Capacity.Warning","tRNAs","Lowest.Taxa","Genus","Sub.family","Family","Order","Class","Phylum","Kingdom","Realm","Baltimore.Group","Genbank.Division","Isolation.Host..beware.inconsistent.and.nonsense.values.","X","gtdb_f","f_spor","newgtdb_Domain","hostspec_phage_spor","newgtdb_Phylum","newgtdb_Class","newgtdb_Order","sequence_id","predicted_label","p_temperate","p_virulent","host_phage_spor","sporulation","lifestyle","host_phyla","newgtdb_Phylum2","cluster","ref"
"20273","PQ349265","Escherichia","Escherichia phage CJY920","Escherichia phage CJY920 Tequatrovirus Tevenvirinae Straboviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",170541,FALSE,"35.153","DNA","25-SEP-2024",268,"81.7164179104478","18.2835820895522","94.1210617974563",NA,5,"Tequatrovirus","Tequatrovirus","Tevenvirinae","Straboviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Escherichia coli XAM237",40453,"Enterobacteriaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Enterobacterales",1773,"virulent","0.022897327325048882","0.9771026726749511","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"20274","PQ349728","Mycobacterium","Mycobacterium phage Mycofy2","Mycobacterium phage Mycofy2 Viruses",68893,FALSE,"67.412","DNA","12-DEC-2024",99,"52.5252525252525","47.4747474747475","94.2026040381461",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","PHG","Mycolicibacterium smegmatis mc^2 155",74156,"Mycobacteriaceae","FALSE","Bacteria","Actinomycetota_Lytic_NonSpor","Actinomycetota","Actinomycetes","Mycobacteriales",32019,"virulent","0.007541625300766692","0.9924583746992333","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Actinomycetota","not_run","not_run"
"20275","PQ351672","Acinetobacter","Acinetobacter phage vB_Aba_ZC2","Acinetobacter phage vB_Aba_ZC2 Friunavirus Beijerinckvirinae Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",41528,FALSE,"39.140","DNA","14-OCT-2024",50,"100","0","91.7308803698709",NA,0,"Friunavirus","Friunavirus","Beijerinckvirinae","Autographiviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Acinetobacter baumannii",72386,"Moraxellaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Pseudomonadales",332,"virulent","0.12531800316203517","0.8746819968379649","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"20276","PQ351753","Klebsiella","Klebsiella phage vB_VIPKPNMC05","Klebsiella phage vB_VIPKPNMC05 Viruses",34476,FALSE,"50.783","DNA","30-OCT-2024",49,"77.5510204081633","22.4489795918367","92.2119735468152",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","PHG","Unspecified",40536,"Enterobacteriaceae","FALSE","Bacteria","Pseudomonadota_Temp_NonSpor","Pseudomonadota","Gammaproteobacteria","Enterobacterales",254,"temperate","0.9014633684139297","0.09853663158607029","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Pseudomonadota","not_run","not_run"
"20277","PQ351918","Salmonella","Salmonella phage VB_ST-SA173","Salmonella phage VB_ST-SA173 Loughboroughvirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",53636,FALSE,"45.891","DNA","10-DEC-2024",74,"54.0540540540541","45.945945945946","91.6063837720934",NA,0,"Loughboroughvirus","Loughboroughvirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Salmonella enterica SA173",40870,"Enterobacteriaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Enterobacterales",32025,"virulent","0.06533227014348289","0.9346677298565171","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"20278","PQ352032","Enterobacter","Enterobacter phage phiT5282EW","Enterobacter phage phiT5282EW Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",95522,FALSE,"56.077","DNA","10-DEC-2024",130,"14.6153846153846","85.3846153846154","94.3301019660392",NA,1,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Enterobacter sp.",40390,"Enterobacteriaceae","FALSE","Bacteria","Pseudomonadota_Temp_NonSpor","Pseudomonadota","Gammaproteobacteria","Enterobacterales",32026,"temperate","0.6784709493613139","0.3215290506386861","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Pseudomonadota","not_run","not_run"
"20279","PQ356293","Escherichia","Escherichia phage KKE5P","Escherichia phage KKE5P Teseptimavirus Studiervirinae Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",39118,FALSE,"49.320","DNA","21-DEC-2024",49,"0","100","91.1472979191165",NA,0,"Teseptimavirus","Teseptimavirus","Studiervirinae","Autographiviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Escherichia coli W3350 (Yale CGSC)",40453,"Enterobacteriaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Enterobacterales",31767,"virulent","0.019315637478666586","0.9806843625213334","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"20280","PQ356294","Escherichia","Escherichia phage Ec_YwIITB1","Escherichia phage Ec_YwIITB1 Tequatrovirus Tevenvirinae Straboviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",165538,FALSE,"35.558","DNA","21-DEC-2024",262,"16.412213740458","83.587786259542","93.9288864188283",NA,11,"Tequatrovirus","Tequatrovirus","Tevenvirinae","Straboviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Escherichia coli MTCC MG1687",40453,"Enterobacteriaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Enterobacterales",31766,"virulent","0.025367964876225373","0.9746320351237746","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"20281","PQ356295","Escherichia","Escherichia phage KKE7M","Escherichia phage KKE7M Justusliebigvirus Stephanstirmvirinae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",148800,FALSE,"37.592","DNA","21-DEC-2024",239,"54.8117154811716","45.1882845188285","90.127688172043",NA,15,"Justusliebigvirus","Justusliebigvirus","Stephanstirmvirinae","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Escherichia coli W3350 (Yale CGSC)",40453,"Enterobacteriaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Enterobacterales",31765,"virulent","0.12960247556978013","0.8703975244302199","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"20282","PQ358941","Klebsiella","Klebsiella phage Putnam","Klebsiella phage Putnam Viruses",43554,FALSE,"54.020","DNA","12-DEC-2024",55,"100","0","93.8490150158424",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","PHG","Klebsiella pneumoniae",40536,"Enterobacteriaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Enterobacterales",32013,"virulent","0.027892083464914806","0.9721079165350852","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"20283","PQ358942","Klebsiella","Klebsiella phage Salado","Klebsiella phage Salado Viruses",57380,FALSE,"56.042","DNA","12-DEC-2024",77,"59.7402597402597","40.2597402597403","93.7016382014639",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","PHG","Klebsiella pneumoniae",40536,"Enterobacteriaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Enterobacterales",32012,"virulent","0.3711290145815166","0.6288709854184834","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"20284","PQ358943","Klebsiella","Klebsiella phage Sparks","Klebsiella phage Sparks Viruses",49937,FALSE,"50.009","DNA","12-DEC-2024",73,"73.972602739726","26.027397260274","90.0594749384224",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","PHG","Klebsiella pneumoniae",40536,"Enterobacteriaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Enterobacterales",32011,"virulent","0.0809599305537868","0.9190400694462132","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"20285","PQ360875","Klebsiella","Klebsiella phage phi1_175008","Klebsiella phage phi1_175008 Stephanstirmvirinae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",149542,FALSE,"39.709","DNA","08-DEC-2024",274,"48.1751824817518","51.8248175182482","89.9419561059769",NA,25,"Stephanstirmvirinae","Unclassified","Stephanstirmvirinae","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",40536,"Enterobacteriaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Enterobacterales",32037,"virulent","0.10961228022169243","0.8903877197783077","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"20286","PQ361272","Cutibacterium","Cutibacterium phage CAP 1-2","Cutibacterium phage CAP 1-2 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",29235,FALSE,"54.007","DNA","16-OCT-2024",40,"50","50","86.885582349923",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Cutibacterium acnes",88235,"Propionibacteriaceae","FALSE","Bacteria","Actinomycetota_Temp_NonSpor","Actinomycetota","Actinomycetes","Propionibacteriales",323,"temperate","0.7279134588068161","0.2720865411931839","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Actinomycetota","not_run","not_run"
"20287","PQ362312","Escherichia","Escherichia phage vB_Henu5_2","Escherichia phage vB_Henu5_2 Tunavirus Tunavirinae Drexlerviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",49501,FALSE,"45.504","DNA","13-OCT-2024",75,"77.3333333333333","22.6666666666667","89.2648633360942",NA,0,"Tunavirus","Tunavirus","Tunavirinae","Drexlerviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Escherichia coli BW25113",40453,"Enterobacteriaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Enterobacterales",336,"virulent","0.11888669997420974","0.8811133000257902","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"20288","PQ362313","Klebsiella","Klebsiella phage HenuGS","Klebsiella phage HenuGS Drulisvirus Slopekvirinae Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",44399,FALSE,"54.321","DNA","13-OCT-2024",53,"98.1132075471698","1.88679245283019","93.6237302641951",NA,0,"Drulisvirus","Drulisvirus","Slopekvirinae","Autographiviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Klebsiella pneumoniae ATCC 700603",40536,"Enterobacteriaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Enterobacterales",335,"virulent","0.018601610976795555","0.9813983890232044","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"20289","PQ362658","Microbacterium","Microbacterium phage DaftyDuck","Microbacterium phage DaftyDuck Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",17385,FALSE,"68.553","DNA","28-OCT-2024",24,"87.5","12.5","79.8101811906816",NA,1,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",69538,"Microbacteriaceae","FALSE","Bacteria","Actinomycetota_Temp_NonSpor","Actinomycetota","Actinomycetes","Actinomycetales",293,"temperate","0.9229539309180342","0.07704606908196575","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Actinomycetota","not_run","not_run"
"20290","PQ362659","Mycobacterium","Mycobacterium phage Payneful","Mycobacterium phage Payneful Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",49288,FALSE,"63.807","DNA","28-OCT-2024",77,"53.2467532467532","46.7532467532467","90.0097386787859",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",74156,"Mycobacteriaceae","FALSE","Bacteria","Actinomycetota_Temp_NonSpor","Actinomycetota","Actinomycetes","Mycobacteriales",292,"temperate","0.9957376327734703","0.004262367226529754","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Actinomycetota","not_run","not_run"
"20291","PQ362660","Streptomyces","Streptomyces phage Elmer","Streptomyces phage Elmer Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",133578,FALSE,"47.744","DNA","28-OCT-2024",235,"77.8723404255319","22.1276595744681","86.2028178292833",NA,44,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",110772,"Streptomycetaceae","FALSE","Bacteria","Actinomycetota_Lytic_NonSpor","Actinomycetota","Actinomycetes","Streptomycetales",291,"virulent","0.08377641040055198","0.916223589599448","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Actinomycetota","not_run","not_run"
"20292","PQ362661","Arthrobacter","Arthrobacter phage BenchScraper","Arthrobacter phage BenchScraper Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",51219,FALSE,"62.893","DNA","28-OCT-2024",89,"86.5168539325843","13.4831460674157","90.3902848552295",NA,1,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",70401,"Micrococcaceae","FALSE","Bacteria","Actinomycetota_Temp_NonSpor","Actinomycetota","Actinomycetes","Actinomycetales",290,"temperate","0.8697025866967322","0.1302974133032679","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Actinomycetota","not_run","not_run"
"20293","PQ362662","Mycobacterium","Mycobacterium phage TinyTimmy","Mycobacterium phage TinyTimmy Viruses",51840,FALSE,"63.698","DNA","28-OCT-2024",87,"36.7816091954023","63.2183908045977","88.8290895061728",NA,1,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","PHG","Unspecified",74156,"Mycobacteriaceae","FALSE","Bacteria","Actinomycetota_Temp_NonSpor","Actinomycetota","Actinomycetes","Mycobacteriales",289,"temperate","0.9996625259622041","0.0003374740377959587","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Actinomycetota","not_run","not_run"
"20294","PQ362663","Microbacterium","Microbacterium phage Byron23","Microbacterium phage Byron23 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",41821,FALSE,"63.571","DNA","28-OCT-2024",61,"44.2622950819672","55.7377049180328","88.4029554530021",NA,1,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",69538,"Microbacteriaceae","FALSE","Bacteria","Actinomycetota_Temp_NonSpor","Actinomycetota","Actinomycetes","Actinomycetales",288,"temperate","0.6855825414732274","0.3144174585267726","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Actinomycetota","not_run","not_run"
"20295","PQ362664","Microbacterium","Microbacterium phage NickSell","Microbacterium phage NickSell Viruses",41813,FALSE,"63.526","DNA","28-OCT-2024",61,"44.2622950819672","55.7377049180328","88.3194221892713",NA,1,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","PHG","Unspecified",69538,"Microbacteriaceae","FALSE","Bacteria","Actinomycetota_Temp_NonSpor","Actinomycetota","Actinomycetes","Actinomycetales",287,"temperate","0.7445781132951754","0.2554218867048246","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Actinomycetota","not_run","not_run"
"20296","PQ362665","Gordonia","Gordonia phage DoobyDoo","Gordonia phage DoobyDoo Viruses",66343,FALSE,"58.345","DNA","28-OCT-2024",88,"100","0","91.9991559019037",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","PHG","Unspecified",74070,"Mycobacteriaceae","FALSE","Bacteria","Actinomycetota_Lytic_NonSpor","Actinomycetota","Actinomycetes","Mycobacteriales",286,"virulent","0.34893120538308475","0.6510687946169151","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Actinomycetota","not_run","not_run"
"20297","PQ362666","Mycobacterium","Mycobacterium phage ECartman","Mycobacterium phage ECartman Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",41901,FALSE,"66.612","DNA","28-OCT-2024",61,"96.7213114754098","3.27868852459016","95.4965275291759",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",74156,"Mycobacteriaceae","FALSE","Bacteria","Actinomycetota_Temp_NonSpor","Actinomycetota","Actinomycetes","Mycobacteriales",285,"temperate","0.999910689210788","8.931078921206442e-05","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Actinomycetota","not_run","not_run"
"20298","PQ362667","Microbacterium","Microbacterium phage Delphidian","Microbacterium phage Delphidian Viruses",41595,FALSE,"63.541","DNA","28-OCT-2024",61,"45.9016393442623","54.0983606557377","89.150138237769",NA,1,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","PHG","Unspecified",69538,"Microbacteriaceae","FALSE","Bacteria","Actinomycetota_Temp_NonSpor","Actinomycetota","Actinomycetes","Actinomycetales",284,"temperate","0.7107275770227767","0.2892724229772234","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Actinomycetota","not_run","not_run"
"20299","PQ362668","Mycobacterium","Mycobacterium phage Marchy","Mycobacterium phage Marchy Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",50196,FALSE,"63.388","DNA","28-OCT-2024",82,"45.1219512195122","54.8780487804878","89.1824049725078",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",74156,"Mycobacteriaceae","FALSE","Bacteria","Actinomycetota_Temp_NonSpor","Actinomycetota","Actinomycetes","Mycobacteriales",283,"temperate","0.9797195516477019","0.020280448352298086","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Actinomycetota","not_run","not_run"
"20300","PQ362669","Arthrobacter","Arthrobacter phage Kukla","Arthrobacter phage Kukla Viruses",46697,FALSE,"64.542","DNA","28-OCT-2024",81,"87.6543209876543","12.3456790123457","93.3978628177399",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","PHG","Unspecified",70401,"Micrococcaceae","FALSE","Bacteria","Actinomycetota_Temp_NonSpor","Actinomycetota","Actinomycetes","Actinomycetales",282,"temperate","0.6347386957388942","0.36526130426110587","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Actinomycetota","not_run","not_run"
"20301","PQ362670","Arthrobacter","Arthrobacter phage Piku","Arthrobacter phage Piku Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",15675,FALSE,"64.198","DNA","28-OCT-2024",21,"100","0","95.0239234449761",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",70401,"Micrococcaceae","FALSE","Bacteria","Actinomycetota_Temp_NonSpor","Actinomycetota","Actinomycetes","Actinomycetales",281,"temperate","0.5895844589544958","0.41041554104550404","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Actinomycetota","not_run","not_run"
"20302","PQ362671","Microbacterium","Microbacterium phage Bachaco","Microbacterium phage Bachaco Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",42403,FALSE,"67.835","DNA","28-OCT-2024",64,"93.75","6.25","93.3141523005448",NA,2,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",69538,"Microbacteriaceae","FALSE","Bacteria","Actinomycetota_Temp_NonSpor","Actinomycetota","Actinomycetes","Actinomycetales",280,"temperate","0.7010638341418131","0.29893616585818694","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Actinomycetota","not_run","not_run"
"20303","PQ362672","Mycobacterium","Mycobacterium phage Hami1","Mycobacterium phage Hami1 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",47696,FALSE,"63.513","DNA","28-OCT-2024",81,"41.9753086419753","58.0246913580247","90.3157497484066",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",74156,"Mycobacteriaceae","FALSE","Bacteria","Actinomycetota_Temp_NonSpor","Actinomycetota","Actinomycetes","Mycobacteriales",279,"temperate","0.9873885518928035","0.0126114481071965","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Actinomycetota","not_run","not_run"
"20304","PQ362673","Mycobacterium","Mycobacterium phage ZoMa","Mycobacterium phage ZoMa Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",41901,FALSE,"66.559","DNA","28-OCT-2024",62,"96.7741935483871","3.2258064516129","95.2960549867545",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",74156,"Mycobacteriaceae","FALSE","Bacteria","Actinomycetota_Temp_NonSpor","Actinomycetota","Actinomycetes","Mycobacteriales",278,"temperate","0.9999083411826641","9.165881733590265e-05","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Actinomycetota","not_run","not_run"
"20305","PQ362674","Arthrobacter","Arthrobacter phage KHumphrey","Arthrobacter phage KHumphrey Viruses",38343,FALSE,"66.080","DNA","28-OCT-2024",67,"79.1044776119403","20.8955223880597","92.5279712072608",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","PHG","Unspecified",70401,"Micrococcaceae","FALSE","Bacteria","Actinomycetota_Lytic_NonSpor","Actinomycetota","Actinomycetes","Actinomycetales",277,"virulent","0.28670042732541845","0.7132995726745816","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Actinomycetota","not_run","not_run"
"20306","PQ362675","Microbacterium","Microbacterium phage Kevanna","Microbacterium phage Kevanna Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",17441,FALSE,"68.442","DNA","28-OCT-2024",25,"88","12","91.4569118743191",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",69538,"Microbacteriaceae","FALSE","Bacteria","Actinomycetota_Temp_NonSpor","Actinomycetota","Actinomycetes","Actinomycetales",276,"temperate","0.9467914381396944","0.053208561860305724","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Actinomycetota","not_run","not_run"
"20307","PQ362676","Arthrobacter","Arthrobacter phage ChuckDuck","Arthrobacter phage ChuckDuck Viruses",42833,FALSE,"65.457","DNA","28-OCT-2024",65,"90.7692307692308","9.23076923076923","91.7446828379987",NA,1,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","PHG","Unspecified",70401,"Micrococcaceae","FALSE","Bacteria","Actinomycetota_Temp_NonSpor","Actinomycetota","Actinomycetes","Actinomycetales",275,"temperate","0.7180989306521537","0.2819010693478463","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Actinomycetota","not_run","not_run"
"20308","PQ362677","Microbacterium","Microbacterium phage MenE","Microbacterium phage MenE Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",38495,FALSE,"68.032","DNA","28-OCT-2024",65,"100","0","95.9968827120405",NA,1,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",69538,"Microbacteriaceae","FALSE","Bacteria","Actinomycetota_Lytic_NonSpor","Actinomycetota","Actinomycetes","Actinomycetales",274,"virulent","0.3608044755841277","0.6391955244158724","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Actinomycetota","not_run","not_run"
"20309","PQ362678","Arthrobacter","Arthrobacter phage Juno112","Arthrobacter phage Juno112 Viruses",38469,FALSE,"66.022","DNA","28-OCT-2024",67,"79.1044776119403","20.8955223880597","91.8505809872885",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","PHG","Unspecified",70401,"Micrococcaceae","FALSE","Bacteria","Actinomycetota_Lytic_NonSpor","Actinomycetota","Actinomycetes","Actinomycetales",273,"virulent","0.2616636851456729","0.738336314854327","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Actinomycetota","not_run","not_run"
