"","spor_db_id","protein_id","spor_db_hit","spor_db_identity","spor_db_bitScore","spor_db_eVal","Protein.names","Gene.Names","data.set"
"53445","P52936","3300001298.a:Bac131567_1103609_26","P52936 SP0A_CLOB8 Stage 0 sporulation protein A homolog OS=Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) OX=290402 GN=spo0A PE=3 SV=2",0.693,380,4.015e-121,"Stage 0 sporulation protein A homolog","spo0A Cbei_1712","GSV"
"53446","P52936","UHGV-1429486_97","P52936 SP0A_CLOB8 Stage 0 sporulation protein A homolog OS=Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) OX=290402 GN=spo0A PE=3 SV=2",0.492,106,8.347e-29,"Stage 0 sporulation protein A homolog","spo0A Cbei_1712","UHGV"
"53447","P52936","UHGV-1448486_94","P52936 SP0A_CLOB8 Stage 0 sporulation protein A homolog OS=Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) OX=290402 GN=spo0A PE=3 SV=2",0.49,106,1.145e-28,"Stage 0 sporulation protein A homolog","spo0A Cbei_1712","UHGV"
"53448","P52936","UHGV-0209866_126","P52936 SP0A_CLOB8 Stage 0 sporulation protein A homolog OS=Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) OX=290402 GN=spo0A PE=3 SV=2",0.39,94,5.355e-24,"Stage 0 sporulation protein A homolog","spo0A Cbei_1712","UHGV"
"53449","P52936","UHGV-0170349_54","P52936 SP0A_CLOB8 Stage 0 sporulation protein A homolog OS=Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) OX=290402 GN=spo0A PE=3 SV=2",0.344,66,5.702e-15,"Stage 0 sporulation protein A homolog","spo0A Cbei_1712","UHGV"
"53450","P52936","UHGV-0018203_57","P52936 SP0A_CLOB8 Stage 0 sporulation protein A homolog OS=Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) OX=290402 GN=spo0A PE=3 SV=2",0.505,105,2.062e-28,"Stage 0 sporulation protein A homolog","spo0A Cbei_1712","UHGV"
"53451","P52936","UHGV-0217162_97","P52936 SP0A_CLOB8 Stage 0 sporulation protein A homolog OS=Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) OX=290402 GN=spo0A PE=3 SV=2",0.484,104,4.046e-28,"Stage 0 sporulation protein A homolog","spo0A Cbei_1712","UHGV"
"53452","P52936","UHGV-0099545_6","P52936 SP0A_CLOB8 Stage 0 sporulation protein A homolog OS=Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) OX=290402 GN=spo0A PE=3 SV=2",0.476,102,2.689e-27,"Stage 0 sporulation protein A homolog","spo0A Cbei_1712","UHGV"
"53453","P52936","3300036781.a:Ga0376653_0006813_2","P52936 SP0A_CLOB8 Stage 0 sporulation protein A homolog OS=Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) OX=290402 GN=spo0A PE=3 SV=2",0.315,66,8.892e-14,"Stage 0 sporulation protein A homolog","spo0A Cbei_1712","GSV"
"53454","P52936","UHGV-2054244_33","P52936 SP0A_CLOB8 Stage 0 sporulation protein A homolog OS=Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) OX=290402 GN=spo0A PE=3 SV=2",0.486,105,2.951e-28,"Stage 0 sporulation protein A homolog","spo0A Cbei_1712","UHGV"
"53455","P52936","UHGV-1501046_91","P52936 SP0A_CLOB8 Stage 0 sporulation protein A homolog OS=Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) OX=290402 GN=spo0A PE=3 SV=2",0.481,104,7.607e-28,"Stage 0 sporulation protein A homolog","spo0A Cbei_1712","UHGV"
"53456","P52936","UHGV-1520645_1","P52936 SP0A_CLOB8 Stage 0 sporulation protein A homolog OS=Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) OX=290402 GN=spo0A PE=3 SV=2",0.445,213,4.614e-63,"Stage 0 sporulation protein A homolog","spo0A Cbei_1712","UHGV"
"53457","P52936","UHGV-0258978_7","P52936 SP0A_CLOB8 Stage 0 sporulation protein A homolog OS=Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) OX=290402 GN=spo0A PE=3 SV=2",0.49,106,1.145e-28,"Stage 0 sporulation protein A homolog","spo0A Cbei_1712","UHGV"
"53458","P52936","UHGV-1378111_35","P52936 SP0A_CLOB8 Stage 0 sporulation protein A homolog OS=Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) OX=290402 GN=spo0A PE=3 SV=2",0.49,106,1.051e-28,"Stage 0 sporulation protein A homolog","spo0A Cbei_1712","UHGV"
"53459","P52936","UHGV-1355473_19","P52936 SP0A_CLOB8 Stage 0 sporulation protein A homolog OS=Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) OX=290402 GN=spo0A PE=3 SV=2",0.461,99,1.108e-25,"Stage 0 sporulation protein A homolog","spo0A Cbei_1712","UHGV"
"53460","P52936","UHGV-0116384_93","P52936 SP0A_CLOB8 Stage 0 sporulation protein A homolog OS=Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) OX=290402 GN=spo0A PE=3 SV=2",0.486,105,2.951e-28,"Stage 0 sporulation protein A homolog","spo0A Cbei_1712","UHGV"
"53461","P52936","UHGV-0280509_12","P52936 SP0A_CLOB8 Stage 0 sporulation protein A homolog OS=Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) OX=290402 GN=spo0A PE=3 SV=2",0.456,93,2.785e-24,"Stage 0 sporulation protein A homolog","spo0A Cbei_1712","UHGV"
"53462","P52936","UHGV-0130894_18","P52936 SP0A_CLOB8 Stage 0 sporulation protein A homolog OS=Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) OX=290402 GN=spo0A PE=3 SV=2",0.476,105,2.951e-28,"Stage 0 sporulation protein A homolog","spo0A Cbei_1712","UHGV"
"53463","P52936","UHGV-2102906_96","P52936 SP0A_CLOB8 Stage 0 sporulation protein A homolog OS=Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) OX=290402 GN=spo0A PE=3 SV=2",0.487,105,2.152e-28,"Stage 0 sporulation protein A homolog","spo0A Cbei_1712","UHGV"
"53464","P52936","UHGV-1534159_12","P52936 SP0A_CLOB8 Stage 0 sporulation protein A homolog OS=Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) OX=290402 GN=spo0A PE=3 SV=2",0.495,113,2.338e-30,"Stage 0 sporulation protein A homolog","spo0A Cbei_1712","UHGV"
"53465","P52936","UHGV-1363975_43","P52936 SP0A_CLOB8 Stage 0 sporulation protein A homolog OS=Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) OX=290402 GN=spo0A PE=3 SV=2",0.48,103,1.043e-27,"Stage 0 sporulation protein A homolog","spo0A Cbei_1712","UHGV"
"53466","P52936","UHGV-0795201_7","P52936 SP0A_CLOB8 Stage 0 sporulation protein A homolog OS=Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) OX=290402 GN=spo0A PE=3 SV=2",0.49,106,1.145e-28,"Stage 0 sporulation protein A homolog","spo0A Cbei_1712","UHGV"
"53467","P52936","UHGV-1349356_74","P52936 SP0A_CLOB8 Stage 0 sporulation protein A homolog OS=Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) OX=290402 GN=spo0A PE=3 SV=2",0.481,104,7.607e-28,"Stage 0 sporulation protein A homolog","spo0A Cbei_1712","UHGV"
"53468","P52936","UHGV-0362045_21","P52936 SP0A_CLOB8 Stage 0 sporulation protein A homolog OS=Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) OX=290402 GN=spo0A PE=3 SV=2",0.477,102,1.961e-27,"Stage 0 sporulation protein A homolog","spo0A Cbei_1712","UHGV"
"53469","P52936","UHGV-0106749_29","P52936 SP0A_CLOB8 Stage 0 sporulation protein A homolog OS=Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) OX=290402 GN=spo0A PE=3 SV=2",0.49,106,1.145e-28,"Stage 0 sporulation protein A homolog","spo0A Cbei_1712","UHGV"
"53470","P52936","UHGV-0211078_52","P52936 SP0A_CLOB8 Stage 0 sporulation protein A homolog OS=Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) OX=290402 GN=spo0A PE=3 SV=2",0.329,63,6.136e-14,"Stage 0 sporulation protein A homolog","spo0A Cbei_1712","UHGV"
"53471","P52936","UHGV-0354738_84","P52936 SP0A_CLOB8 Stage 0 sporulation protein A homolog OS=Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) OX=290402 GN=spo0A PE=3 SV=2",0.481,104,7.607e-28,"Stage 0 sporulation protein A homolog","spo0A Cbei_1712","UHGV"
"53472","P52936","UHGV-0091253_6","P52936 SP0A_CLOB8 Stage 0 sporulation protein A homolog OS=Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) OX=290402 GN=spo0A PE=3 SV=2",0.483,104,5.548e-28,"Stage 0 sporulation protein A homolog","spo0A Cbei_1712","UHGV"
"53473","P52936","UHGV-1342292_23","P52936 SP0A_CLOB8 Stage 0 sporulation protein A homolog OS=Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) OX=290402 GN=spo0A PE=3 SV=2",0.476,102,2.689e-27,"Stage 0 sporulation protein A homolog","spo0A Cbei_1712","UHGV"
"53474","P52936","UHGV-0128989_69","P52936 SP0A_CLOB8 Stage 0 sporulation protein A homolog OS=Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) OX=290402 GN=spo0A PE=3 SV=2",0.476,102,2.689e-27,"Stage 0 sporulation protein A homolog","spo0A Cbei_1712","UHGV"
"53475","P52936","UHGV-0062497_11","P52936 SP0A_CLOB8 Stage 0 sporulation protein A homolog OS=Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) OX=290402 GN=spo0A PE=3 SV=2",0.329,63,6.136e-14,"Stage 0 sporulation protein A homolog","spo0A Cbei_1712","UHGV"
"53476","P52936","UHGV-2102833_10","P52936 SP0A_CLOB8 Stage 0 sporulation protein A homolog OS=Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) OX=290402 GN=spo0A PE=3 SV=2",0.33,63,4.474e-14,"Stage 0 sporulation protein A homolog","spo0A Cbei_1712","UHGV"
"53477","P52936","UHGV-1383362_101","P52936 SP0A_CLOB8 Stage 0 sporulation protein A homolog OS=Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) OX=290402 GN=spo0A PE=3 SV=2",0.476,102,2.689e-27,"Stage 0 sporulation protein A homolog","spo0A Cbei_1712","UHGV"
"53478","P52936","UHGV-1368379_29","P52936 SP0A_CLOB8 Stage 0 sporulation protein A homolog OS=Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) OX=290402 GN=spo0A PE=3 SV=2",0.412,88,8.065e-22,"Stage 0 sporulation protein A homolog","spo0A Cbei_1712","UHGV"
"53479","P52936","UHGV-0004119_50","P52936 SP0A_CLOB8 Stage 0 sporulation protein A homolog OS=Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) OX=290402 GN=spo0A PE=3 SV=2",0.498,113,2.338e-30,"Stage 0 sporulation protein A homolog","spo0A Cbei_1712","UHGV"
"53480","P52936","UHGV-1377570_6","P52936 SP0A_CLOB8 Stage 0 sporulation protein A homolog OS=Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) OX=290402 GN=spo0A PE=3 SV=2",0.49,106,1.145e-28,"Stage 0 sporulation protein A homolog","spo0A Cbei_1712","UHGV"
"53481","P52936","UHGV-1362701_6","P52936 SP0A_CLOB8 Stage 0 sporulation protein A homolog OS=Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) OX=290402 GN=spo0A PE=3 SV=2",0.487,105,2.152e-28,"Stage 0 sporulation protein A homolog","spo0A Cbei_1712","UHGV"
"53482","P52936","UHGV-1430400_92","P52936 SP0A_CLOB8 Stage 0 sporulation protein A homolog OS=Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) OX=290402 GN=spo0A PE=3 SV=2",0.498,104,4.046e-28,"Stage 0 sporulation protein A homolog","spo0A Cbei_1712","UHGV"
"53483","P52938","UHGV-0216146_25","P52938 SP0A_CLODI Stage 0 sporulation protein A homolog OS=Clostridioides difficile OX=1496 GN=spo0A PE=3 SV=1",0.329,61,2.346e-13,"Stage 0 sporulation protein A homolog","spo0A","UHGV"
"53484","P52938","3300039398.a:Ga0435659_0000051_12","P52938 SP0A_CLODI Stage 0 sporulation protein A homolog OS=Clostridioides difficile OX=1496 GN=spo0A PE=3 SV=1",0.282,62,4.424e-13,"Stage 0 sporulation protein A homolog","spo0A","GSV"
"53485","P52938","UHGV-0261762_77","P52938 SP0A_CLODI Stage 0 sporulation protein A homolog OS=Clostridioides difficile OX=1496 GN=spo0A PE=3 SV=1",0.366,71,8.425e-17,"Stage 0 sporulation protein A homolog","spo0A","UHGV"
"53486","P52938","3300037843.a:Ga0427918_0002628_34","P52938 SP0A_CLODI Stage 0 sporulation protein A homolog OS=Clostridioides difficile OX=1496 GN=spo0A PE=3 SV=1",0.365,68,2.36e-15,"Stage 0 sporulation protein A homolog","spo0A","GSV"
"53487","P52938","3300026089.a:Ga0207648_10002967_11","P52938 SP0A_CLODI Stage 0 sporulation protein A homolog OS=Clostridioides difficile OX=1496 GN=spo0A PE=3 SV=1",0.316,63,1.211e-12,"Stage 0 sporulation protein A homolog","spo0A","GSV"
"53488","P52938","UHGV-0014470_91","P52938 SP0A_CLODI Stage 0 sporulation protein A homolog OS=Clostridioides difficile OX=1496 GN=spo0A PE=3 SV=1",0.851,94,5.885e-26,"Stage 0 sporulation protein A homolog","spo0A","UHGV"
"53489","P52938","3300037171.a:Ga0395639_001083_21","P52938 SP0A_CLODI Stage 0 sporulation protein A homolog OS=Clostridioides difficile OX=1496 GN=spo0A PE=3 SV=1",0.247,62,1.93e-12,"Stage 0 sporulation protein A homolog","spo0A","GSV"
"53490","P52938","3300026089.a:Ga0207648_10012316_3","P52938 SP0A_CLODI Stage 0 sporulation protein A homolog OS=Clostridioides difficile OX=1496 GN=spo0A PE=3 SV=1",0.308,66,1.89e-14,"Stage 0 sporulation protein A homolog","spo0A","GSV"
"53491","P52938","3300013306.a:Ga0163162_10001833_2","P52938 SP0A_CLODI Stage 0 sporulation protein A homolog OS=Clostridioides difficile OX=1496 GN=spo0A PE=3 SV=1",0.382,72,1.552e-15,"Stage 0 sporulation protein A homolog","spo0A","GSV"
"53492","P52938","UHGV-0203638_160","P52938 SP0A_CLODI Stage 0 sporulation protein A homolog OS=Clostridioides difficile OX=1496 GN=spo0A PE=3 SV=1",0.42,83,5.354e-21,"Stage 0 sporulation protein A homolog","spo0A","UHGV"
"53493","P52938","3300037164.a:Ga0395628_0040145_3","P52938 SP0A_CLODI Stage 0 sporulation protein A homolog OS=Clostridioides difficile OX=1496 GN=spo0A PE=3 SV=1",0.309,69,1.48e-15,"Stage 0 sporulation protein A homolog","spo0A","GSV"
"53494","P52938","3300036855.a:Ga0376680_0000764_5","P52938 SP0A_CLODI Stage 0 sporulation protein A homolog OS=Clostridioides difficile OX=1496 GN=spo0A PE=3 SV=1",0.283,62,3.151e-12,"Stage 0 sporulation protein A homolog","spo0A","GSV"
"53495","P52938","UHGV-0210632_5","P52938 SP0A_CLODI Stage 0 sporulation protein A homolog OS=Clostridioides difficile OX=1496 GN=spo0A PE=3 SV=1",0.499,105,1.611e-28,"Stage 0 sporulation protein A homolog","spo0A","UHGV"
"53496","P52938","UHGV-0030506_35","P52938 SP0A_CLODI Stage 0 sporulation protein A homolog OS=Clostridioides difficile OX=1496 GN=spo0A PE=3 SV=1",0.477,99,1.848e-26,"Stage 0 sporulation protein A homolog","spo0A","UHGV"
"53497","P52938","UHGV-0302208_110","P52938 SP0A_CLODI Stage 0 sporulation protein A homolog OS=Clostridioides difficile OX=1496 GN=spo0A PE=3 SV=1",0.386,76,1.909e-18,"Stage 0 sporulation protein A homolog","spo0A","UHGV"
"53498","P52938","UHGV-0121562_10","P52938 SP0A_CLODI Stage 0 sporulation protein A homolog OS=Clostridioides difficile OX=1496 GN=spo0A PE=3 SV=1",0.44,209,2.907e-62,"Stage 0 sporulation protein A homolog","spo0A","UHGV"
"53499","P52938","UHGV-0100784_40","P52938 SP0A_CLODI Stage 0 sporulation protein A homolog OS=Clostridioides difficile OX=1496 GN=spo0A PE=3 SV=1",0.432,204,2.351e-60,"Stage 0 sporulation protein A homolog","spo0A","UHGV"
"53500","P52938","3300037069.a:Ga0373481_008289_3","P52938 SP0A_CLODI Stage 0 sporulation protein A homolog OS=Clostridioides difficile OX=1496 GN=spo0A PE=3 SV=1",0.4,79,1.026e-19,"Stage 0 sporulation protein A homolog","spo0A","GSV"
"53501","P52938","UHGV-0388803_1","P52938 SP0A_CLODI Stage 0 sporulation protein A homolog OS=Clostridioides difficile OX=1496 GN=spo0A PE=3 SV=1",0.851,94,5.885e-26,"Stage 0 sporulation protein A homolog","spo0A","UHGV"
"53502","P52938","UHGV-0551779_64","P52938 SP0A_CLODI Stage 0 sporulation protein A homolog OS=Clostridioides difficile OX=1496 GN=spo0A PE=3 SV=1",0.805,70,1.244e-17,"Stage 0 sporulation protein A homolog","spo0A","UHGV"
"53503","P52938","3300037365.a:Ga0310749_0001501_2","P52938 SP0A_CLODI Stage 0 sporulation protein A homolog OS=Clostridioides difficile OX=1496 GN=spo0A PE=3 SV=1",0.308,63,1.97e-13,"Stage 0 sporulation protein A homolog","spo0A","GSV"
"53504","P52938","UHGV-0057624_14","P52938 SP0A_CLODI Stage 0 sporulation protein A homolog OS=Clostridioides difficile OX=1496 GN=spo0A PE=3 SV=1",0.767,121,5.027e-35,"Stage 0 sporulation protein A homolog","spo0A","UHGV"
"53505","P52938","3300039399.a:Ga0435672_0007700_8","P52938 SP0A_CLODI Stage 0 sporulation protein A homolog OS=Clostridioides difficile OX=1496 GN=spo0A PE=3 SV=1",0.348,62,2.693e-12,"Stage 0 sporulation protein A homolog","spo0A","GSV"
"53506","P52938","3300037360.a:Ga0310742_022093_2","P52938 SP0A_CLODI Stage 0 sporulation protein A homolog OS=Clostridioides difficile OX=1496 GN=spo0A PE=3 SV=1",0.299,60,2.166e-12,"Stage 0 sporulation protein A homolog","spo0A","GSV"
"53507","P52938","UHGV-1371625_172","P52938 SP0A_CLODI Stage 0 sporulation protein A homolog OS=Clostridioides difficile OX=1496 GN=spo0A PE=3 SV=1",0.403,79,1.656e-19,"Stage 0 sporulation protein A homolog","spo0A","UHGV"
"53508","P52938","UHGV-0033590_88","P52938 SP0A_CLODI Stage 0 sporulation protein A homolog OS=Clostridioides difficile OX=1496 GN=spo0A PE=3 SV=1",0.851,94,5.885e-26,"Stage 0 sporulation protein A homolog","spo0A","UHGV"
"53509","P52938","3300037049.a:Ga0334846_003490_2","P52938 SP0A_CLODI Stage 0 sporulation protein A homolog OS=Clostridioides difficile OX=1496 GN=spo0A PE=3 SV=1",0.305,61,4.763e-12,"Stage 0 sporulation protein A homolog","spo0A","GSV"
"53510","P52938","3300036895.a:Ga0334838_013598_1","P52938 SP0A_CLODI Stage 0 sporulation protein A homolog OS=Clostridioides difficile OX=1496 GN=spo0A PE=3 SV=1",0.364,67,3.788e-14,"Stage 0 sporulation protein A homolog","spo0A","GSV"
"53511","P52938","3300037162.a:Ga0395626_0017146_3","P52938 SP0A_CLODI Stage 0 sporulation protein A homolog OS=Clostridioides difficile OX=1496 GN=spo0A PE=3 SV=1",0.309,69,1.48e-15,"Stage 0 sporulation protein A homolog","spo0A","GSV"
"53512","P52938","UHGV-0035801_71","P52938 SP0A_CLODI Stage 0 sporulation protein A homolog OS=Clostridioides difficile OX=1496 GN=spo0A PE=3 SV=1",0.736,85,1.143e-22,"Stage 0 sporulation protein A homolog","spo0A","UHGV"
"53513","P52938","3300036835.a:Ga0376027_0000677_32","P52938 SP0A_CLODI Stage 0 sporulation protein A homolog OS=Clostridioides difficile OX=1496 GN=spo0A PE=3 SV=1",0.354,65,1.409e-12,"Stage 0 sporulation protein A homolog","spo0A","GSV"
"53514","P52938","3300037223.a:Ga0395693_0004008_7","P52938 SP0A_CLODI Stage 0 sporulation protein A homolog OS=Clostridioides difficile OX=1496 GN=spo0A PE=3 SV=1",0.311,60,8.693e-12,"Stage 0 sporulation protein A homolog","spo0A","GSV"
"53515","P52938","UHGV-1372824_9","P52938 SP0A_CLODI Stage 0 sporulation protein A homolog OS=Clostridioides difficile OX=1496 GN=spo0A PE=3 SV=1",0.42,77,8.624e-19,"Stage 0 sporulation protein A homolog","spo0A","UHGV"
"53516","P52938","OR845005_40","P52938 SP0A_CLODI Stage 0 sporulation protein A homolog OS=Clostridioides difficile OX=1496 GN=spo0A PE=3 SV=1",0.285,67,4.198e-14,"Stage 0 sporulation protein A homolog","spo0A","INPHARED"
"53517","P52938","3300036780.a:Ga0376652_0001169_6","P52938 SP0A_CLODI Stage 0 sporulation protein A homolog OS=Clostridioides difficile OX=1496 GN=spo0A PE=3 SV=1",0.418,66,1.383e-14,"Stage 0 sporulation protein A homolog","spo0A","GSV"
"53518","P52938","3300036931.a:Ga0334845_0000456_16","P52938 SP0A_CLODI Stage 0 sporulation protein A homolog OS=Clostridioides difficile OX=1496 GN=spo0A PE=3 SV=1",0.303,63,1.584e-13,"Stage 0 sporulation protein A homolog","spo0A","GSV"
"53519","P52938","3300039519.a:Ga0400853_000016_28","P52938 SP0A_CLODI Stage 0 sporulation protein A homolog OS=Clostridioides difficile OX=1496 GN=spo0A PE=3 SV=1",0.334,62,1.378e-11,"Stage 0 sporulation protein A homolog","spo0A","GSV"
"53520","P52938","3300037086.a:Ga0334812_000008_282","P52938 SP0A_CLODI Stage 0 sporulation protein A homolog OS=Clostridioides difficile OX=1496 GN=spo0A PE=3 SV=1",0.308,64,9.92e-14,"Stage 0 sporulation protein A homolog","spo0A","GSV"
"53521","P52938","3300037258.a:Ga0376646_0139398_1","P52938 SP0A_CLODI Stage 0 sporulation protein A homolog OS=Clostridioides difficile OX=1496 GN=spo0A PE=3 SV=1",0.245,61,5.939e-12,"Stage 0 sporulation protein A homolog","spo0A","GSV"
"53522","P52938","UHGV-2158316_36","P52938 SP0A_CLODI Stage 0 sporulation protein A homolog OS=Clostridioides difficile OX=1496 GN=spo0A PE=3 SV=1",0.851,94,5.885e-26,"Stage 0 sporulation protein A homolog","spo0A","UHGV"
"53523","P52938","3300037098.a:Ga0334866_004351_4","P52938 SP0A_CLODI Stage 0 sporulation protein A homolog OS=Clostridioides difficile OX=1496 GN=spo0A PE=3 SV=1",0.345,63,1.056e-12,"Stage 0 sporulation protein A homolog","spo0A","GSV"
"53524","P52938","3300039519.a:Ga0400853_000067_18","P52938 SP0A_CLODI Stage 0 sporulation protein A homolog OS=Clostridioides difficile OX=1496 GN=spo0A PE=3 SV=1",0.337,83,3.47e-19,"Stage 0 sporulation protein A homolog","spo0A","GSV"
"53525","P52938","3300036835.a:Ga0376027_0545431_1","P52938 SP0A_CLODI Stage 0 sporulation protein A homolog OS=Clostridioides difficile OX=1496 GN=spo0A PE=3 SV=1",0.418,62,1.401e-13,"Stage 0 sporulation protein A homolog","spo0A","GSV"
"53526","P52939","UHGV-0390817_39","P52939 SP0A_CLOIN Stage 0 sporulation protein A homolog OS=Clostridium innocuum OX=1522 GN=spo0A PE=3 SV=1",0.352,63,7.454e-14,"Stage 0 sporulation protein A homolog","spo0A","UHGV"
"53527","P52939","UHGV-1361268_21","P52939 SP0A_CLOIN Stage 0 sporulation protein A homolog OS=Clostridium innocuum OX=1522 GN=spo0A PE=3 SV=1",0.383,73,4.149e-17,"Stage 0 sporulation protein A homolog","spo0A","UHGV"
"53528","P52939","UHGV-1334535_63","P52939 SP0A_CLOIN Stage 0 sporulation protein A homolog OS=Clostridium innocuum OX=1522 GN=spo0A PE=3 SV=1",0.347,61,1.92e-13,"Stage 0 sporulation protein A homolog","spo0A","UHGV"
"53529","P52939","UHGV-1532433_109","P52939 SP0A_CLOIN Stage 0 sporulation protein A homolog OS=Clostridium innocuum OX=1522 GN=spo0A PE=3 SV=1",0.383,73,4.149e-17,"Stage 0 sporulation protein A homolog","spo0A","UHGV"
"53530","P52939","UHGV-2145490_10","P52939 SP0A_CLOIN Stage 0 sporulation protein A homolog OS=Clostridium innocuum OX=1522 GN=spo0A PE=3 SV=1",0.347,61,1.92e-13,"Stage 0 sporulation protein A homolog","spo0A","UHGV"
"53531","P52939","UHGV-0390200_6","P52939 SP0A_CLOIN Stage 0 sporulation protein A homolog OS=Clostridium innocuum OX=1522 GN=spo0A PE=3 SV=1",0.36,64,1.539e-14,"Stage 0 sporulation protein A homolog","spo0A","UHGV"
"53532","P52939","UHGV-0392093_8","P52939 SP0A_CLOIN Stage 0 sporulation protein A homolog OS=Clostridium innocuum OX=1522 GN=spo0A PE=3 SV=1",0.347,61,1.92e-13,"Stage 0 sporulation protein A homolog","spo0A","UHGV"
"53533","P52939","UHGV-0470999_35","P52939 SP0A_CLOIN Stage 0 sporulation protein A homolog OS=Clostridium innocuum OX=1522 GN=spo0A PE=3 SV=1",0.385,71,7.478e-17,"Stage 0 sporulation protein A homolog","spo0A","UHGV"
"53534","P52939","UHGV-2049366_60","P52939 SP0A_CLOIN Stage 0 sporulation protein A homolog OS=Clostridium innocuum OX=1522 GN=spo0A PE=3 SV=1",0.383,73,4.149e-17,"Stage 0 sporulation protein A homolog","spo0A","UHGV"
"53535","P52939","UHGV-1932227_36","P52939 SP0A_CLOIN Stage 0 sporulation protein A homolog OS=Clostridium innocuum OX=1522 GN=spo0A PE=3 SV=1",0.453,117,1.417e-31,"Stage 0 sporulation protein A homolog","spo0A","UHGV"
"53536","P52939","UHGV-0407453_28","P52939 SP0A_CLOIN Stage 0 sporulation protein A homolog OS=Clostridium innocuum OX=1522 GN=spo0A PE=3 SV=1",0.347,61,1.92e-13,"Stage 0 sporulation protein A homolog","spo0A","UHGV"
"53537","P52939","UHGV-0194595_29","P52939 SP0A_CLOIN Stage 0 sporulation protein A homolog OS=Clostridium innocuum OX=1522 GN=spo0A PE=3 SV=1",0.383,73,4.149e-17,"Stage 0 sporulation protein A homolog","spo0A","UHGV"
"53538","P52939","UHGV-1371937_8","P52939 SP0A_CLOIN Stage 0 sporulation protein A homolog OS=Clostridium innocuum OX=1522 GN=spo0A PE=3 SV=1",0.361,68,1.556e-15,"Stage 0 sporulation protein A homolog","spo0A","UHGV"
"53539","P52939","UHGV-0040229_36","P52939 SP0A_CLOIN Stage 0 sporulation protein A homolog OS=Clostridium innocuum OX=1522 GN=spo0A PE=3 SV=1",0.395,84,1.35e-20,"Stage 0 sporulation protein A homolog","spo0A","UHGV"
"53540","P52939","UHGV-0038947_60","P52939 SP0A_CLOIN Stage 0 sporulation protein A homolog OS=Clostridium innocuum OX=1522 GN=spo0A PE=3 SV=1",0.39,82,6.449e-20,"Stage 0 sporulation protein A homolog","spo0A","UHGV"
"53541","P52939","UHGV-0384138_6","P52939 SP0A_CLOIN Stage 0 sporulation protein A homolog OS=Clostridium innocuum OX=1522 GN=spo0A PE=3 SV=1",0.347,61,1.92e-13,"Stage 0 sporulation protein A homolog","spo0A","UHGV"
"53542","P52939","UHGV-1368373_65","P52939 SP0A_CLOIN Stage 0 sporulation protein A homolog OS=Clostridium innocuum OX=1522 GN=spo0A PE=3 SV=1",0.411,94,2.136e-24,"Stage 0 sporulation protein A homolog","spo0A","UHGV"
"53543","P52939","UHGV-0383229_1","P52939 SP0A_CLOIN Stage 0 sporulation protein A homolog OS=Clostridium innocuum OX=1522 GN=spo0A PE=3 SV=1",0.352,63,7.454e-14,"Stage 0 sporulation protein A homolog","spo0A","UHGV"
